Month,FPI_Equity (USD_MN),FPI_Debt (USD_MN),FPI_Hybrid (USD_MN),FPI_Equity (INR_Crore),FPI_Debt (INR_Crore),FPI_Hybrid (INR_Crore),MF_Equity (INR_Crore),MF_Debt (INR_Crore),usd_inr,MF_Equity (USD_MN),MF_Debt (USD_MN)
10/12/2007,76.3,108.5,,689.90,427,,-22.96,517.17,9.041939712,-2.539278156,57.19679809
07/12/2007,1.3,-1.8,,300.60,-7.2,,-26.51,348.58,231.2307692,-0.114647372,1.507498337
06/12/2007,208.4,124.3,,5.20,490,,141.72,784.23,0.024952015,5679.701538,31429.52538
05/12/2007,274.1,285.8,,822.40,1127.9,,-76.17,1058.55,3.00036483,-25.38691269,352.8070951
04/12/2007,5,123.9,,"1,081.30",488.6,,0,0,216.26,0,0
03/12/2007,28.9,66.4,,19.50,262,,-272.21,1129.09,0.674740484,-403.4291795,1673.369282
30/11/2007,373.2,-134.1,,114.4,-530.5,,381.53,414.84,0.306538049,1244.641573,1353.306713
29/11/2007,-245.8,9.9,,"1,480.40",39.3,,-199.6,51.92,-6.02278275,33.1408268,-8.620599838
28/11/2007,-113.4,31.9,,-977.60,126.9,,-73.36,370.71,8.620811287,-8.509639935,43.00175327
27/11/2007,-66.2,-17.6,,-450,-69.6,,33.11,-519.16,6.797583082,4.870848889,-76.37420444
26/11/2007,118.5,-56.5,,-263.7,-225.3,,95.14,-250.9,-2.225316456,-42.75346985,112.7480091
23/11/2007,-43.8,37.7,,470.20,149.5,,-96.7,-82.91,-10.73515982,9.007783922,7.723219906
22/11/2007,-214.1,-48.9,,-173.4,-193.4,,99.61,-266.74,0.809901915,122.9902018,-329.35
21/11/2007,-564.2,0.5,,-843.9,2,,-86.25,12.42,1.495746189,-57.66352648,8.303547814
20/11/2007,-272.5,-61.6,,-2222.4,-242.7,,-256.77,513.88,8.15559633,-31.48390254,63.00949424
19/11/2007,-6.8,-9,,-1072.1,-35.3,,121.77,520.62,157.6617647,0.77,3.30
16/11/2007,-20.1,0,,-26.8,0,,172.84,1025.89,1.333333333,129.63,769.4175
15/11/2007,200.7,-1.1,,-79.1,-4.4,,349.44,774.9,-0.394120578,-886.6322124,-1966.149558
14/11/2007,242,0,,788.4,0,,214.41,1366.74,3.25785124,65.81331811,419.5219178
13/11/2007,31,22.7,,952,89.3,,89.84,2266.11,30.70967742,2.925462185,73.79139706
12/11/2007,-208.5,-2.2,,122.2,-8.5,,-39.95,4519.62,-0.586091127,68.16346154,-7711.46293
08/11/2007,-72.9,-6.7,,-820,-26.2,,-162.47,1074.66,11.24828532,-14.44397927,95.53989512
07/11/2007,9.6,0,,-286.9,0,,-68.58,1762.53,-29.88541667,2.294764726,-58.97625654
06/11/2007,1.3,6.4,,37.7,25.00,,-127.9,"1,754.13",29,-4.410344828,60.48724138
05/11/2007,-167.1,-31.5,,5.1,-123.6,,-284.99,0,-0.030520646,9337.613529,0
02/11/2007,-193.4,0,,-656.80,0,,-90.33,-382.9,3.396070321,-26.59838916,-112.7479598
01/11/2007,45.9,14.2,,-761.4,55.9,,344.17,-661.32,-16.58823529,-20.74783688,39.86680851
31/10/2007,58,12.6,,180.6,49.6,,-52.16,1109.48,3.113793103,-16.75127353,356.3114064
30/10/2007,-77,-9.8,,228,-38.5,,-431,404.7,-2.961038961,145.5570175,-136.675
29/10/2007,266,0,,-303.3,0,,534.51,1521.1,-1.140225564,-468.78,"-1,334.03"
26/10/2007,-65,2.3,,1047.4,8.9,,-469.82,390.11,-16.11384615,29.16,-24.21
25/10/2007,53.9,-32.4,,-256.80,-127.8,,-291.48,1092.36,-4.764378479,61.17901869,-229.2764953
24/10/2007,470.3,26.8,,213.00,106.1,,65.1,1458.5,0.452902403,143.7395775,3220.34061
23/10/2007,195.8,-25.2,,1861,-99.8,,-102.39,659.45,9.504596527,-10.77268243,69.38221924
22/10/2007,-304.2,15.7,,777,62.1,,-321.06,2120.43,-2.554240631,125.6968494,-830.1606255
19/10/2007,-808.1,5.2,,-1210.3,20.7,,-380.82,1317.14,1.497710679,-254.2680674,879.4355399
18/10/2007,31.8,0,,-3215.5,0,,-494.29,327.75,-101.1163522,4.888329031,-3.241315503
17/10/2007,-447.7,7.6,,125.7,30,,318.4,478.18,-0.280768372,-1134.030867,-1703.11206
16/10/2007,293.6,-54.2,,-1776.6,-215.2,,335.79,181.64,-6.051089918,-55.49248227,-30.02
15/10/2007,981.6,-20.7,,"1,154.10",-81.2,,-51.46,157,1.175733496,-43.76842215,133.5336626
12/10/2007,198.6,1.3,,3858.5,5,,-280.13,613.83,19.4284995,-14.41850927,31.59430815
11/10/2007,252.1,57.5,,781,226.1,,-151.43,702.57,3.097976993,-48.88028553,226.7834789
10/10/2007,444.3,241.7,,991,949.9,,-452.92,392.12,2.230474904,-203.0598951,175.8011261
09/10/2007,493.3,74,,1747.9,291.2,,456.42,665.44,3.543279951,128.8128531,187.8033938
08/10/2007,837.8,68.9,,1951.1,272.6,,600.74,1222.87,2.328837431,257.96,525.0989114
05/10/2007,867.3,62.6,,"3,419.90",255.4,,192.48,571.2,3.943156924,48.81367993,144.8585514
04/10/2007,145.4,64.8,,3419.9,255.4,,525.93,-11.77,23.52063274,22.36036785,-0.500411708
03/10/2007,794.6,51.5,,575,203.8,,-140.49,121.68,0.723634533,-194.14,168.15
01/10/2007,552.7,13.2,,"3,161.50",52.4,,-163.57,218.19,5.720101321,-28.59564732,38.14442923
28/09/2007,879,115.2,,"2,196.00",457.7,,-226.84,357.78,2.498293515,-90.79797814,143.2097541
27/09/2007,612.2,20.5,,"3,493.30",81.6,,-191.3,201,5.706141784,-33.52527982,35.22520253
26/09/2007,252.9,90.2,,2433.3,358.5,,-326.84,159.24,9.621589561,-33.96943903,16.55027987
25/09/2007,389.4,30.8,,"1,004.00",122.2,,-45.13,-255.61,2.578325629,-17.50360757,-99.13798207
24/09/2007,322.6,65.7,,1550.3,261.7,,161.87,156.25,4.805641662,33.6833271,32.51386828
21/09/2007,231.8,40.1,,"1,284.40",159.6,,296.3,93.76,5.540983607,53.47426036,16.92118343
20/09/2007,408.3,48.6,,924.30,193.7,,7.69,-119.21,2.263776635,3.396978254,-52.65978903
19/09/2007,617.1,49.6,,1629.5,197.9,,-99.88,673.89,2.640576892,-37.82506781,255.2055962
18/09/2007,-33.9,8,,2484.5,32.3,,-570.84,518.87,-73.28908555,7.788881465,-7.079771785
17/09/2007,-66.1,-52.4,,-137.5,-212.6,,-293.51,529.39,2.080181543,-141.0982618,254.4922109
14/09/2007,286.6,18.8,,-267.4,76.2,,-78.39,1161.54,-0.933007676,84.01860135,-1244.941526
13/09/2007,-11.5,65.1,,"1,159.40",263.2,,-212.22,1891.33,-100.8173913,2.104993962,-18.75995774
12/09/2007,69.6,15.1,,-46.60,61,,-297.47,1921.25,-0.66954023,444.2899571,-2869.506438
11/09/2007,109.8,46.8,,281.9,189.6,,818.91,1922.08,2.567395264,318.9652998,748.6498191
10/09/2007,-15.5,98.1,,445.6,398,,100.01,73.83,-28.7483871,-3.47880386,-2.568144075
07/09/2007,142.70,-48.6,,-62.9,-197.5,,2134.53,-110.21,-0.440784863,"-4,842.57",250.03
06/09/2007,152.5,0,,580.90,0,,416.25,-37.3,3.809180328,109.2754777,-9.792132897
05/09/2007,100.2,23.9,,623.1,97.7,,-117.73,-205.32,6.218562874,-18.93202696,-33.01727492
04/09/2007,154.1,-7.5,,410.4,-30.9,,368.79,261.43,2.663205711,138.4759722,98.16365253
03/09/2007,129.1,203.6,,630.4,832.8,,221.22,-324.05,4.883036406,45.30377855,-66.36239689
31/08/2007,165.4,-26.7,,527.7,-109,,350.05,0.45,3.1904474,109.7181543,0.141046049
30/08/2007,-161.9,-9.4,,677.3,-38.6,,874.35,"-2,007.80",-4.183446572,-209.0023106,479.94
29/08/2007,-46.6,-64.3,,-664.50,-263.9,,1195.12,406.11,14.25965665,83.81127464,28.47964786
28/08/2007,88.9,245.4,,-192.1,1012,,2001.75,137.82,-2.160854893,-926.369469,-63.78031234
27/08/2007,293.3,82.7,,365.6,339.9,,-271.17,-181.00,1.246505285,-217.544204,-145.2059628
24/08/2007,100.7,-14,,1201.8,-57.4,,460.9,-865.35,11.93445879,38.61926277,-72.50852471
23/08/2007,80.9,1.2,,414.5,5,,-59.54,-770.21,5.123609394,-11.62071411,-150.33
22/08/2007,-162.9,77.6,,330.4,317.2,,-519.46,-948.6,-2.028238183,256.1139044,467.6965496
21/08/2007,-2.4,-76.7,,-668.1,-314.7,,-551.4,-1160.27,278.375,-1.98078132,-4.168010777
20/08/2007,22.3,-58.9,,-9.8,-241.8,,-274.19,-543.74,-0.439461883,623.9221429,1237.285918
17/08/2007,-789.2,-14,,92.8,-58.4,,46.33,420.68,-0.11758743,-394.0046983,-3577.593276
16/08/2007,-693.6,59.3,,-3242.7,243.6,,-201.2,-656.74,4.67517301,-43.0358405,-140.4739458
14/08/2007,-31.3,-53.8,,-2849.9,-221,,12.47,-958.02,91.05111821,0.136956034,-10.52178182
13/08/2007,-128.3,3.2,,-127.5,13.2,,29.97,217.14,0.993764614,30.15804706,218.5024471
10/08/2007,-100.3,-100.5,,-520.2,-407.7,,616.6,1045.67,5.186440678,118.8869281,201.6161111
09/08/2007,94.7,-40.5,,-408.1,-164.9,,490.03,108.92,-4.309398099,-113.7119358,-25.27499142
08/08/2007,46.9,6.1,,382.6,24.5,,295.24,705.57,8.157782516,36.19120753,86.49041558
07/08/2007,-30.6,-0.4,,190.2,-1.8,,183.48,842.97,-6.215686275,-29.51886435,-135.6197792
06/08/2007,-288.4,-0.2,,-123.6,-0.7,,-178.41,205.31,0.428571429,-416.29,479.0566667
03/08/2007,47.8,37.3,,-1166.6,151,,34.3,-43.59,-24.40585774,-1.405400309,1.786046631
02/08/2007,-103.6,0,,192.8,0,,716.86,386.47,-1.861003861,-385.2007054,-207.6674896
01/08/2007,-242.3,-0.5,,-419,-1.8,,742.7,220.61,1.729261246,429.4897613,127.5747088
31/07/2007,107.2,34,,-982.7,137.7,,830.06,122.57,-9.166977612,-90.54892846,-13.37081917
30/07/2007,-37,24.3,,433.6,98.4,,658.15,127.73,-11.71891892,-56.1613238,-10.89946956
27/07/2007,-302,-0.4,,-150,-1.5,,123.56,61.6,0.496688742,248.7674667,124.0213333
26/07/2007,61.6,-237.8,,-1222.4,-962.5,,346.6,-193.82,-19.84415584,-17.46609948,9.76710733
25/07/2007,-14.7,-177.5,,248.20,-714.7,,-199.01,206.75,-16.88435374,11.78665189,-12.24506446
24/07/2007,319.5,-51,,-59.20,-205.7,,-218.94,-311.34,-0.185289515,1181.610304,1680.289358
23/07/2007,271.7,-9.3,,1285.6,-37.2,,-181.09,-1.58,4.731689363,-38.27174315,-0.333918793
20/07/2007,303.3,-34.7,,1096,-140.2,,37.05,-11.47,3.61358391,10.25297901,-3.174134124
19/07/2007,218.7,85.5,,1223.1,344.7,,308.14,500.41,5.592592593,55.09788079,89.48
18/07/2007,305.4,4.8,,883.1,19.6,,-292.14,-133.27,2.891617551,-101.0299581,-46.0883909
17/07/2007,234.5,4.5,,1233.7,18,,72.44,-278.46,5.26098081,13.76929561,-52.92929399
16/07/2007,411.2,-17,,946.4,-68.5,,97.68,-39.46,2.30155642,42.44084531,-17.14
13/07/2007,579.8,-24.8,,1660.1,-100,,-297.48,610.79,2.8632287,-103.8966954,213.3221143
12/07/2007,173.3,0,,2346.4,0,,-25.65,-109.49,13.53952683,-1.894453205,-8.086693232
11/07/2007,90,-0.5,,699.6,-2,,449.37,-31.48,7.773333333,57.80917667,-4.04974271
10/07/2007,173.8,15.2,,363.5,61.3,,660.52,30.35,2.091484465,315.8139642,14.51122421
09/07/2007,220.1,69.4,,702.1,280.6,,403.35,-71.8,3.189913676,126.445428,-22.50844609
06/07/2007,785.8,0,,889.3,-0.1,,57.06,-452.61,1.131712904,50.41914764,-399.933586
05/07/2007,315.1,20.9,,3179.3,84.5,,128.63,12.91,10.08981276,12.74850219,1.279508382
04/07/2007,203.7,43,,1275,174.2,,252.89,853.92,6.259204713,40.40289647,136.4262776
03/07/2007,101,14.6,,824.8,59.1,,334.66,-466.67,8.166336634,40.98043162,-57.14557468
02/07/2007,49.4,-10.5,,410,-42.7,,305.15,-37.49,8.299595142,36.76685366,-4.52
29/06/2007,1432.4,-7.4,,200.7,-29.9,,-151.06,-926.32,0.140114493,-1078.118306,-6611.164763
28/06/2007,-108.2,0,,5837.1,0,,138.19,-902.93,-53.94731978,-2.561573041,16.73725412
27/06/2007,-114.7,31.6,,-441.8,128.9,,-255.45,-440.35,3.851787271,-66.31986193,-114.3235514
26/06/2007,-73.2,-42.7,,-470.5,-175.2,,142.94,-169.08,6.427595628,22.23848672,-26.30532625
25/06/2007,122,-36.2,,-299.6,-148.1,,187.7,-1344.76,-2.455737705,-76.43324433,547.5991989
22/06/2007,19.2,4.8,,497.8,19.7,,483.04,-511.18,25.92708333,18.63071113,-19.71606268
21/06/2007,402.9,-90.1,,78.2,-366.9,,-12.84,-556.54,0.194092827,-66.15391304,-2867.39087
20/06/2007,-28.7,15.6,,1641.6,63.4,,-139.44,-1308.53,-57.19860627,2.437821637,22.87695602
19/06/2007,160.5,44.2,,-117,180.6,,5.49,0,-0.728971963,-7.531153846,0
18/06/2007,-7.1,4.8,,653.1,19.5,,-218.81,547.28,-91.98591549,2.378733731,-5.949606492
15/06/2007,-3.2,0,,-28.9,0,,-158.88,-546.98,9.03,-17.59224913,-60.56525952
14/06/2007,51.9,0,,-13,0.1,,62.8,-189.75,-0.250481696,-250.72,757.54
13/06/2007,-75.2,-18.1,,211.8,-74,,83.48,-17.32,-2.816489362,-29.6397356,6.149499528
12/06/2007,133.9,0,,-307.8,0,,217.97,-150.76,-2.298730396,-94.82190708,65.58402859
11/06/2007,-13.3,0,,545.3,0,,-358.01,-466.97,-41,8.73195122,11.3895122
08/06/2007,-228.4,3.4,,-54.6,13.7,,-11.15,-532.38,0.239054291,-46.64212454,-2227.025495
07/06/2007,-54.8,-4.3,,-936.2,-17.6,,-533.58,-220.57,17.08394161,-31.23283914,-12.91095492
06/06/2007,-17.2,-42,,-222.8,-170.7,,421.12,529.45,12.95348837,32.51016158,40.87315978
05/06/2007,-9.3,2.4,,-69.6,9.9,,831.37,57.5,7.483870968,111.0882328,7.683189655
04/06/2007,54.9,0,,-37.8,0,,735.34,-124.24,-0.68852459,-1067.99381,180.4438095
01/06/2007,119,-6.1,,222.1,-24.7,,337.41,-537.41,1.866386555,180.7824854,-287.9414228
31/05/2007,76.2,0,,482.4,0,,286.81,823.68,6.330708661,45.30456468,130.1086567
30/05/2007,-92.8,0,,310.4,0,,-326.31,771.59,-3.344827586,97.55659794,-230.6815464
29/05/2007,207,-72.8,,-377.1,-295.9,,-231.73,516.87,-1.82173913,127.2026253,-283.723389
28/05/2007,80,-8.7,,837.4,-35.1,,-265.53,398.85,10.4675,-25.37,38.10
25/05/2007,-36.2,-12.3,,324.2,-49.8,,16.21,-116.32,-8.955801105,-1.81,12.98822949
24/05/2007,78.8,-6.1,,-147.1,-24.8,,-300.26,335.2,-1.866751269,160.8462814,-179.5632903
23/05/2007,110,17.5,,319.5,71.1,,111.43,227.65,2.904545455,38.36400626,78.3771518
22/05/2007,110.9,135.7,,446,550.2,,-723.81,1042.52,4.021641118,-179.9787646,259.2275067
21/05/2007,117.6,35.1,,450.8,142.7,,0.99,1135.63,3.833333333,0.25826087,296.2513043
18/05/2007,308.1,-7.3,,477.6,-29.4,,-354.52,624.32,1.550146056,-228.7010302,402.7491457
17/05/2007,259.7,23.9,,1260.3,97.6,,-340.91,1699.43,4.852907201,-70.24861303,350.1880275
16/05/2007,-34.1,27.2,,1060.8,111,,-331.23,1379.47,-31.1085044,10.6475707,-44.34382259
15/05/2007,-80.9,5.7,,-139.2,23.4,,-274.88,1511.72,1.720642769,-159.7542529,878.5786494
14/05/2007,14.8,53.8,,-330.8,219.9,,-532.07,878.62,-22.35135135,23.80482467,-39.30948005
11/05/2007,-81.3,-12.2,,60.50,-49.9,,-102.13,655.98,-0.744157442,137.2424628,-881.5070083
10/05/2007,46.7,-32.1,,-336.2,-132.8,,-127.79,1032.86,-7.199143469,17.75072278,-143.4698453
09/05/2007,5.7,1.8,,191.5,7.5,,31.18,1334.27,33.59649123,0.928073107,39.71
08/05/2007,-54.5,8.7,,23.30,35.8,,92.69,549.46,-0.427522936,-216.8070815,-1285.217597
07/05/2007,23.9,190,,-222.1,774.9,,-517.45,85.09,-9.292887029,55.68237281,-9.156465556
04/05/2007,51.8,-13.3,,96.7,-54,,-430.53,677.92,1.866795367,-230.6251706,363.1463909
03/05/2007,13.6,0,,212,0,,-35.38,306.56,15.58823529,-2.269660377,19.66611321
30/04/2007,-73.8,-0.6,,56.2,-2.3,,128.74,51.03,-0.761517615,-169.057153,-67.01092527
27/04/2007,-47.4,0,,-304.6,0,,-234.61,1124.32,6.426160338,-36.50858175,174.9598424
26/04/2007,88.2,-11.9,,-194.8,-48.7,,491.06,816.02,-2.20861678,-222.3382546,-369.4710678
25/04/2007,234.7,0,,359.8,0,,-18.97,522.07,1.533020878,-12.3742607,340.5498305
24/04/2007,120.4,0,,961.5,0,,-203.61,467.17,7.985880399,-25.49624961,58.4994987
23/04/2007,-16.4,0,,501.5,0,,-217.05,572.2,-30.57926829,7.097946162,-18.71202393
20/04/2007,178.3,-12.9,,-68.5,-53.6,,79.96,-407.23,-0.38418396,-208.1294599,1059.986993
19/04/2007,-17.4,0,,748.7,0,,73.31,-283.8,-43.02873563,-1.703745158,6.59559236
18/04/2007,152.8,-5.9,,-73.4,-24.6,,-179.29,-486.32,-0.480366492,373.2358583,1012.393678
17/04/2007,155.4,-100.2,,640.1,-419.5,,10.09,597.37,4.119047619,2.449595376,145.0262428
16/04/2007,186.4,0,,648.5,0,,-187.65,1330.65,3.479077253,-53.9367155,382.4721049
13/04/2007,111.3,48.5,,788.3,205.1,,45.18,800.6,7.082659479,6.378959787,113.0366358
12/04/2007,12.9,22.8,,475.7,97.6,,67.41,557.06,36.87596899,1.82801976,15.1063149
11/04/2007,23.8,0,,55.2,0.00,,98.81,288.54,2.319327731,42.60286232,124.4067391
10/04/2007,93.9,34.2,,101.9,146.5,,142.47,810.39,1.085197018,131.2849166,746.7676251
09/04/2007,132.8,45.8,,402.6,196.2,,463.55,1284.01,3.031626506,152.9047193,423.5383209
05/04/2007,131.5,120.5,,569.4,516.7,,726.44,1206.25,4.330038023,167.7675799,278.5772304
04/04/2007,-0.5,-23.7,,567.5,-102.2,,59.81,950.8,-1135,-0.052696035,-0.837709251
03/04/2007,-39.4,-62.8,,-2.2,-269.3,,45.85,-257.85,0.055837563,821.1318182,-4617.859091
02/04/2007,-108.6,121.1,,-169.9,522.2,,345.38,308.66,1.564456722,220.7667334,197.2953267
30/03/2007,193.4,0,,-473.5,0,,84.66,170.96,-2.448293692,-34.57918479,-69.82822386
29/03/2007,-82.6,63.5,,840.8,275.9,,331.4,-230.15,-10.17917676,-32.55666032,22.60988344
28/03/2007,120.6,-72.3,,-359,-314.3,,211.62,-260.82,-2.976782753,-71.0901727,87.61808357
26/03/2007,18.6,33.2,,520.2,143.1,,-16.51,-14.54,27.96774194,-0.590322953,-0.52
23/03/2007,155.3,0,,80.50,0,,152.31,0,0.518351578,293.8353168,0
22/03/2007,163.3,24.9,,678.5,109,,878.3,309.67,4.154929577,211.3874576,74.53074576
21/03/2007,37.7,2.9,,713.10,12.7,,239.24,-75.06,18.92,12.64808302,-3.968254102
20/03/2007,31,-71,,164.5,-309.6,,151.51,-46.85,5.306451613,28.55,-8.83
19/03/2007,-56.6,20.2,,136.3,88.8,,22.99,281.45,-2.408127208,-9.546837858,-116.875055
16/03/2007,0.5,33.6,,-250,148.6,,-169.75,619.57,-500,0.3395,-1.24
15/03/2007,4.2,10.3,,2.10,45.7,,45.32,-281.1,0.5,90.64,-562.2
14/03/2007,-194.4,-26.4,,18.5,-116.5,,377.26,-258.08,-0.095164609,-3964.288865,2711.932541
13/03/2007,-19,-11.2,,-861.40,-49.6,,-5.24,-189.29,45.33684211,-0.11557929,-4.175191549
12/03/2007,46.2,32.8,,-84,144.9,,47.91,117.49,-1.818181818,-26.3505,-64.6195
09/03/2007,89.4,14.4,,204.3,63.5,,256.8,2.8,2.285234899,112.3735683,1.225256975
08/03/2007,26.1,69.4,,395.7,307.2,,-7.49,313.45,15.16091954,-0.494033359,20.67486732
07/03/2007,18.9,109.7,,115.8,487.6,,-147.54,362.22,6.126984127,-24.08036269,59.11880829
06/03/2007,-128,105.5,,84.1,469.6,,186.3,469.67,-0.65703125,-283.548157,-714.8366231
05/03/2007,-70.3,-8.5,,-570.4,-37.8,,523.07,987.95,8.113798009,64.46672686,121.7617198
02/03/2007,73.4,39.4,,-312.7,175.2,,251.57,795.05,-4.260217984,-59.05096898,-186.621906
01/03/2007,-99.1,103.7,,324.9,459.2,,0.87,984.52,-3.278506559,-0.265364728,-300.2952662
28/02/2007,-371.1,13.7,,-438.7,60.7,,51.61,-186.18,1.182161143,43.65733075,-157.4912195
27/02/2007,-94.1,-100.5,,-1644.3,-445.4,,-486.83,657.06,17.47396387,-27.86030712,37.60222952
26/02/2007,-131.8,-59.2,,-415.7,-261.6,,-48.49,676.48,3.154021244,-15.37402454,214.4817513
23/02/2007,968.2,-5.7,,-582.1,-25.3,,-316.46,748.37,-0.601218756,526.3641505,-1244.754912
22/02/2007,-50.9,9.6,,4287.2,42.6,,129.97,144.59,-84.22789784,-1.543075434,-1.716652127
21/02/2007,-9.1,22.4,,-225.2,99.2,,-174.81,1346.43,24.74725275,-7.063814387,54.41
20/02/2007,107.2,31.1,,-40.2,137.2,,-103.02,750.38,-0.375,274.72,-2001.013333
19/02/2007,50,-44.4,,473.9,-196.2,,-371.85,-32.49,9.478,-39.23296054,-3.43
15/02/2007,140,0,,220.20,0,,295.77,350.82,1.572857143,188.0463215,223.0463215
14/02/2007,47.7,8,,617.1,35,,117.1,416.63,12.93710692,9.051482742,32.20426349
13/02/2007,-54.2,-15.5,,210.5,-68.6,,-331.71,206.27,-3.883763838,85.40941568,-53.11085036
12/02/2007,49.5,-5.6,,-239.6,-24.9,,-167.33,652.95,-4.84040404,34.56942821,-134.8957638
09/02/2007,62.3,117.7,,218.7,519.8,,-190.09,1083.54,3.510433387,-54.15000914,308.6627435
08/02/2007,158.4,99.4,,274.6,437.8,,28.44,629.98,1.733585859,16.40530226,363.3970575
07/02/2007,123.7,79.7,,698.9,351.7,,195.21,573.57,5.64995958,34.55068966,101.5175404
06/02/2007,148.7,5.6,,545.40,24.9,,-410.53,268.41,3.667787492,-111.928513,73.18035754
05/02/2007,78.2,-26.4,,656,-116.7,,122.12,940.5,8.388746803,14.56,112.1144817
02/02/2007,150.7,-3.5,,345,-15.4,,-201.61,340.17,2.289316523,-88.06558551,148.5902
01/02/2007,-103.3,-22.2,,664.6,-97.8,,187.94,360.61,-6.433688287,-29.21,-56.05
29/01/2007,-106.3,25,,-469.70,113.8,,97.9,141.02,4.418626529,22.15620609,31.91489461
25/01/2007,31.9,25.8,,-469.70,113.8,,122.86,427.95,-14.72413793,-8.34412178,-29.06451991
24/01/2007,39,-227.5,,141,-1006.7,,162.2,438.94,3.615384615,44.86382979,121.4089362
23/01/2007,60.9,0,,172.70,0,,-7.28,328.65,2.835796388,-2.567180081,115.89337
22/01/2007,72.3,0.2,,269.1,1,,-9.54,386.92,3.721991701,-2.563143813,103.9550948
19/01/2007,17.3,0,,319.8,0,,75.99,221.71,18.48554913,4.110778612,11.99369293
18/01/2007,25.3,0,,76.8,0,,158.16,899.15,3.035573123,52.1021875,296.204362
17/01/2007,20.6,3.4,,111.9,14.9,,-33.92,1073.18,5.432038835,-6.24,197.56
16/01/2007,22.9,5.1,,91.2,22.5,,208.2,928.43,3.982532751,52.27828947,233.1255154
15/01/2007,-53.9,-45.2,,101.3,-200.3,,209.38,671.31,-1.879406308,-111.4075222,-357.1925864
12/01/2007,46.4,0,,-238.9,0,,-33.09,980.56,-5.148706897,6.426856425,-190.4478192
11/01/2007,35.7,0,,207,0,,-67.88,143.68,5.798319328,-11.70684058,24.7795942
10/01/2007,-248.5,0,,159.2,0,,-326.8,191.69,-0.640643863,510.111809,-299.2146043
09/01/2007,-82.8,-1,,-1106.8,-4.7,,-23.21,-23.78,13.36714976,-1.736346223,-1.778988074
08/01/2007,-692.4,-69,,-368.20,-306.8,,232.43,408.99,0.531773541,437.0845519,769.1055839
05/01/2007,0.2,-38.3,,-3075.7,-170.1,,-38.46,37.84,-15378.5,0.002500894,-0.002460578
04/01/2007,-59,-40.2,,0.9,-178,,-134.01,711.75,-0.015254237,8785.1,-46659.16667
03/01/2007,46.9,-16.3,,-262.2,-72.2,,51.06,162.62,-5.590618337,-9.133157895,-29.08801678
02/01/2007,758.7,-61.7,,207.8,-273.6,,15.63,320.32,0.273889548,57.06679981,1169.522541
29/12/2006,75,0,,3353.3,0,,365.51,141.78,44.71066667,8.17500671,3.17
28/12/2006,-236.6,0,,331.90,0,,65.19,1333.1,-1.402789518,-46.47169027,-950.3207593
27/12/2006,-82.9,0,,-1049.7,0,,411.39,908.16,12.66224367,32.48950272,71.72188625
26/12/2006,-34.3,-8.1,,-368.2,-35.8,,-2.23,78.02,10.73469388,-0.207737643,7.268022814
22/12/2006,1.8,0,,-153.00,0,,153.34,487.25,-85,-1.804,-5.732352941
21/12/2006,59.2,0,,8.2,0,,38.32,-180.12,0.138513514,276.6517073,-1300.378537
20/12/2006,-81.6,-6.2,,264.8,-27.9,,-446.78,625.64,-3.245098039,137.678429,-192.7954079
19/12/2006,-150.2,-0.6,,-365.1,-2.6,,16.16,391.54,2.430758988,6.64812928,161.077261
18/12/2006,-40.8,0,,-673.4,0,,-47.53,270.74,16.50490196,-2.87975052,16.40361152
15/12/2006,-10.3,0,,-182.7,0,,313.04,431.38,17.73786408,17.64812261,24.31972633
14/12/2006,33.2,211.5,,-46,944.8,,-134.95,410.56,-1.385542169,97.39869565,-296.3172174
13/12/2006,-21.6,0,,148.6,0,,630.47,-58.67,-6.87962963,-91.6430148,8.52807537
12/12/2006,21.3,-69.3,,-96.9,-310.8,,335.6,551.1,-4.549295775,-73.76965944,-121.1396285
11/12/2006,94.4,0.5,,95.20,2.4,,-77.81,524.11,1.008474576,-77.15613445,519.7057143
08/12/2006,-34.1,3.3,,422.3,15,,40.05,332.25,-12.38416422,-3.233968743,-26.8286171
07/12/2006,2.3,-4.5,,-152.6,-19.9,,100.72,666.48,-66.34782609,-1.518060288,-10.04524246
06/12/2006,54.9,0,,10.1,0,,226.56,854.28,0.183970856,1231.499406,"4,643.56"
05/12/2006,97.2,0,,244.2,0,,-124.23,358.06,2.512345679,-49.44781327,142.5201966
04/12/2006,-631,99.6,,433.2,443.6,,-18.77,778.39,-0.686529319,27.34042013,-1133.804455
01/12/2006,78.2,-2.4,,-2813.8,-10.9,,21.67,289.69,-35.98209719,-0.602243941,-8.050948184
30/11/2006,57.7,-26.6,,349.3,-118.9,,109.03,153.41,6.05372617,18.01039508,25.34141712
29/11/2006,-14.1,5,,258.1,22.4,,298.02,29.22,-18.30496454,-16.28082914,-1.59628826
28/11/2006,-75,14.2,,-63,63.4,,71.24,-357.89,0.84,84.80952381,-426.0595238
27/11/2006,90.9,37.4,,-335.3,167.3,,-38.72,385.08,-3.688668867,10.49701163,-104.3953832
24/11/2006,221.7,20,,405.6,89.1,,17.78,322.78,1.829499323,9.718505917,176.430784
23/11/2006,263.7,15,,994.6,67.2,,251.82,-8.75,3.771710277,66.76546752,-2.319902473
22/11/2006,-4.7,0,,1178.7,0,,361.07,-31.83,-250.787234,-1.439746331,0.126920336
