Month,Main_Category,Sub_Category,Scheme_Type,No_scheme,No_Folios,Funds_Mobilised_YTD,Redemptions_YTD,Net_Inflow_YTD,Net_AUM,Average_AUM,No_Folios_segregated,AUM_segregated_folio,Upload_Date
31-05-2022,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,22.00,"10,27,226.00","24,398.76","29,623.17","-5,224.40","1,07,762.79","1,11,473.75",1.00,0.00,19-07-2024
31-05-2022,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,15.00,"2,66,016.00",440.79,"1,453.51","-1,012.71","26,588.78","26,826.96",4.00,66.29,19-07-2024
31-05-2022,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,20.00,"4,14,354.00","51,624.57","50,029.49","1,595.09","1,16,260.30","1,25,223.33",0.00,0.00,19-07-2024
31-05-2022,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,25.00,"5,55,760.00","5,717.68","18,772.71","-,13,055.02","1,02,556.85","1,07,755.13",0.00,0.00,19-07-2024
31-05-2022,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,13.00,"1,13,683.00",186.68,844.89,"-,658.22","9,258.88","9,381.07",0.00,0.00,19-07-2024
31-05-2022,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,2.00,"24,068.00",92.39,68.00,24.40,"2,466.38","2,472.26",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Other Schemes,Fund of funds investing overseas,46.00,"12,60,239.00","1,434.13",810.06,624.07,"19,295.93","19,607.47",0.00,0.00,19-07-2024
19-06-2022,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
19-06-2022,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,12.00,"2,979.00",759.02,384.22,374.80,928.73,940.96,0.00,0.00,19-07-2024
19-06-2022,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
19-06-2022,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,14.00,"79,199.00",0.00,"1,058.18","-1,058.18","3,072.42","3,084.24",0.00,0.00,19-07-2024
19-06-2022,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,19.00,"3,09,684.00",0.00,62.45,-62.45,"3,306.42","3,343.54",0.00,0.00,19-07-2024
19-06-2022,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,8.00,80.00,0.00,0.00,0.00,"2,035.51","2,032.15",0.00,0.00,19-07-2024
19-06-2022,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,10.00,"16,206.00",0.00,805.42,"-,805.42",801.53,801.22,0.00,0.00,19-07-2024
19-06-2022,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,95.00,"79,009.00",0.00,"34,350.70","-,34,350.70","13,773.93","15,621.25",0.00,0.00,19-07-2024
19-06-2022,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
19-06-2022,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,0.00,0.00,0.00,60.60,-60.60,0.00,0.00,0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,10.00,"8,26,549.00","1,387.11",793.20,593.91,"19,225.27","20,383.41",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Other Schemes,Other ETFs,124.00,"1,15,26,763.00","33,066.72","12,989.29","20,077.44","3,98,153.51","3,98,881.58",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,32.00,"51,57,150.00","7,761.84","4,549.90","3,211.94","1,40,512.95","1,41,070.14",2.00,9.33,19-07-2024
19-06-2022,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,25.00,"43,58,661.00","11,717.08","6,126.80","5,590.28","1,77,714.12","1,78,619.12",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,25.00,"5,02,918.00","25,015.53","25,508.67","-,493.14","95,229.41","1,12,120.53",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,21.00,"5,10,428.00","1,544.37","1,019.87",524.51,"21,153.45","21,114.58",1.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,25.00,"26,96,013.00",528.80,287.55,241.25,"15,673.05","15,682.30",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,10.00,"28,99,529.00",279.30,110.56,168.74,"12,554.00","12,563.37",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Other Schemes,Index Funds,94.00,"27,00,762.00","21,981.75","2,895.48","19,086.27","83,407.84","79,191.84",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"3,64,946.00","2,323.84","1,667.34",656.49,"16,918.99","17,476.07",2.00,25.81,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,118.00,"1,24,14,900.00","16,292.26","8,479.14","7,813.12","1,41,636.06","1,41,953.06",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Other Schemes,Gold ETFs,11.00,"46,05,088.00","1,713.14",274.55,"1,438.59","20,248.60","20,121.48",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,31.00,"1,20,74,588.00","14,106.62","6,947.19","7,159.43","2,10,682.47","2,11,296.45",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,8.00,"5,84,894.00",478.88,237.48,241.40,"9,145.31","9,223.10",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,13.00,"1,13,016.00",228.35,"1,053.72","-,825.37","9,113.32","9,165.78",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,39.00,"1,41,88,907.00","4,923.67","3,229.96","1,693.71","1,34,225.71","1,35,193.62",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,12.00,"2,54,706.00","12,677.92","23,522.98","-,10,845.06","69,811.34","72,309.46",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,14.00,"33,89,335.00","4,941.90","1,366.29","3,575.61","53,297.69","53,186.61",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,31.00,"1,27,50,858.00","12,158.18","6,283.49","5,874.69","2,12,074.37","2,12,716.10",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,22.00,"41,56,360.00","4,515.73","1,766.20","2,749.54","75,220.50","75,216.95",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,26.00,"91,32,054.00","9,508.85","4,275.94","5,232.89","1,50,744.38","1,50,723.61",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,24.00,"84,79,510.00","8,592.20","3,490.51","5,101.70","1,02,481.51","1,02,090.22",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,73,032.00","1,209.02","1,167.82",41.20,"15,120.58","15,069.52",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,27.00,"70,88,163.00","9,500.76","3,043.01","6,457.76","1,05,880.68","1,05,453.07",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,22.00,"3,16,076.00","3,910.35","12,008.93","-8,098.59","84,974.05","87,269.12",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,30.00,"6,11,507.00","13,66,963.31","13,68,432.42","-1,469.11","1,02,944.94","1,52,639.13",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,4.00,"42,765.00",841.02,135.15,705.87,"1,938.23","1,799.51",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,25.00,"2,24,531.00",660.89,"4,009.52","-3,348.63","21,667.60","22,064.30",1.00,50.05,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"6,38,542.00","6,840.90","20,626.17","-,13,785.27","1,15,545.37","1,19,144.85",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,26.00,"52,36,415.00","6,754.00","2,736.28","4,017.72","90,621.96","90,751.22",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,37.00,"17,49,619.00","8,24,496.84","8,09,771.60","14,725.24","3,64,492.66","4,05,242.53",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,27.00,"6,14,710.00","56,745.75","58,819.22","-2,073.46","86,632.73","92,354.06",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,22.00,"10,13,889.00","29,086.74","42,843.46","-,13,756.74","99,428.94","1,04,096.55",1.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,15.00,"2,64,066.00",599.10,"2,094.24","-1,495.13","26,161.93","26,350.37",4.00,66.30,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,25.00,"5,45,864.00","6,360.98","26,064.93","-,19,703.95","96,256.07","99,023.66",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,16.00,"2,68,362.00",719.76,"4,534.00","-3,814.24","28,890.93","29,280.52",4.00,130.50,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,2.00,"23,951.00",148.22,87.18,61.04,"2,508.48","2,469.42",0.00,0.00,19-07-2024
19-06-2022,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,20.00,"4,14,995.00","71,727.72","78,258.75","-6,531.03","1,08,586.56","1,09,588.59",0.00,0.00,19-07-2024
31-07-2022,Interval Schemes,Interval Schemes,Income/Debt Oriented Schemes,12.00,"2,964.00",816.03,482.99,333.04,890.51,933.89,0.00,0.00,19-07-2024
31-07-2022,Close ended Schemes,Income/Debt Oriented Schemes,Infrastructure Debt Fund ,8.00,80.00,0.00,0.00,0.00,"2,046.44","2,042.88",0.00,0.00,19-07-2024
31-07-2022,Close ended Schemes,Growth/Equity Oriented Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
31-07-2022,Close ended Schemes,Growth/Equity Oriented Schemes,Other Equity Schemes,14.00,"79,179.00",0.00,"1,058.18","-1,058.18","3,349.71","3,201.58",0.00,0.00,19-07-2024
31-07-2022,Close ended Schemes,Growth/Equity Oriented Schemes,ELSS,19.00,"3,08,723.00",0.00,78.07,-78.07,"3,588.88","3,441.68",0.00,0.00,19-07-2024
31-07-2022,Close ended Schemes,Income/Debt Oriented Schemes,Other Debt Scheme,0.00,0.00,0.00,60.60,-60.60,0.00,0.00,0.00,0.00,19-07-2024
31-07-2022,Close ended Schemes,Income/Debt Oriented Schemes,Capital Protection Oriented  Schemes,10.00,"16,229.00",0.00,805.42,"-,805.42",814.44,809.02,0.00,0.00,19-07-2024
31-07-2022,Close ended Schemes,Income/Debt Oriented Schemes,Fixed Term Plan,94.00,"89,730.00","1,430.03","35,181.91","-,33,751.88","14,486.63","13,715.77",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Other Schemes,Fund of funds investing overseas,46.00,"12,60,136.00","1,998.42","1,061.31",937.11,"21,175.64","20,135.90",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Other Schemes,Other ETFs,126.00,"1,15,34,916.00","44,087.84","16,375.36","27,712.48","4,36,116.37","4,13,003.16",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Other Schemes,Index Funds,95.00,"27,51,698.00","29,761.54","3,896.03","25,865.51","94,589.48","88,605.97",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Hybrid Schemes,Multi Asset Allocation Fund,9.00,"8,29,737.00","1,775.36","1,003.69",771.67,"20,404.37","20,825.41",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Solution Oriented  Schemes,Retirement Fund,25.00,"26,98,992.00",686.70,384.19,302.50,"16,764.79","16,225.76",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Hybrid Schemes,Equity Savings Fund,22.00,"3,66,728.00","2,712.32","2,232.29",480.03,"17,079.97","17,592.81",2.00,25.81,19-07-2024
31-07-2022,Open ended Schemes,Hybrid Schemes,Arbitrage Fund,25.00,"5,00,402.00","28,567.60","35,468.28","-6,900.67","89,117.43","1,06,812.62",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Hybrid Schemes,Dynamic Asset Allocation / Balanced Advantage Fund,25.00,"43,86,473.00","14,409.47","8,265.24","6,144.24","1,86,630.05","1,83,463.51",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Hybrid Schemes,Balanced Hybrid Fund/ Aggressive Hybrid Fund,32.00,"51,91,744.00","9,928.40","6,030.26","3,898.14","1,50,660.22","1,45,724.50",2.00,9.33,19-07-2024
31-07-2022,Open ended Schemes,Hybrid Schemes,Conservative Hybrid Fund,21.00,"5,13,330.00","1,897.55","1,353.25",544.30,"21,715.43","21,483.81",1.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Flexi Cap Fund,31.00,"1,21,57,663.00","17,580.50","9,039.53","8,540.97","2,31,327.50","2,20,776.99",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Other Schemes,Gold ETFs,11.00,"46,42,602.00","1,714.10",732.25,981.85,"20,037.76","19,987.65",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,ELSS,39.00,"1,42,34,392.00","6,244.22","4,222.65","2,021.58","1,47,910.91","1,41,039.12",0.00,0.00,19-07-2024
31-07-2022,Interval Schemes,Interval Schemes,Growth/Equity Oriented Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Solution Oriented  Schemes,Childrens' Fund,10.00,"29,00,909.00",364.77,147.18,217.59,"13,401.99","12,989.09",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Sectoral/Thematic Funds,118.00,"1,24,55,778.00","19,448.59","11,419.99","8,028.61","1,54,214.16","1,48,315.19",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund with 10 year constant duration Fund,4.00,"42,393.00",894.17,165.15,729.01,"1,988.10","1,959.46",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Focused Fund,26.00,"52,70,192.00","8,438.00","3,647.75","4,790.25","99,933.56","95,291.32",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,24.00,"86,59,248.00","11,297.61","4,416.48","6,881.12","1,13,332.11","1,08,472.13",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,26.00,"92,45,074.00","12,108.18","5,630.62","6,477.55","1,68,438.04","1,60,389.80",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,27.00,"71,81,262.00","11,829.74","4,252.20","7,577.54","1,17,218.52","1,11,700.44",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Large Cap Fund,30.00,"1,27,98,164.00","15,300.80","8,335.23","6,965.57","2,31,851.81","2,21,787.94",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,14.00,"34,59,965.00","5,998.99","1,899.36","4,099.63","59,303.98","56,450.78",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,12.00,"2,53,053.00","14,137.30","29,664.33","-,15,527.03","65,541.86","67,536.65",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,22.00,"3,13,127.00","4,502.49","15,410.69","-,10,908.20","82,678.36","84,535.28",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,21.00,"1,71,254.00","1,375.91","1,448.18",-72.27,"15,136.71","15,158.72",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,15.00,"2,62,757.00",768.19,"2,476.02","-1,707.83","26,192.41","26,217.58",4.00,66.33,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,8.00,"5,87,383.00",581.46,325.02,256.44,"9,946.11","9,524.38",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,25.00,"2,23,827.00",933.07,"4,372.91","-3,439.84","21,846.87","21,774.91",1.00,50.06,19-07-2024
31-07-2022,Interval Schemes,Interval Schemes,Other Schemes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,13.00,"1,13,099.00",289.95,"1,279.67","-,989.72","9,043.77","9,053.68",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,16.00,"2,65,574.00",897.48,"5,257.30","-4,359.83","28,838.46","28,900.16",4.00,130.54,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,25.00,"5,40,403.00","7,311.46","28,887.30","-,21,575.86","95,152.92","96,182.10",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,20.00,"4,16,108.00","98,110.42","1,02,002.70","-3,892.27","1,11,688.71","1,14,410.64",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,22.00,"10,04,139.00","39,333.25","53,735.58","-,14,402.33","99,305.02","1,02,401.05",1.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,26.00,"6,16,009.00","74,435.65","72,781.10","1,654.55","90,773.57","90,400.81",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Liquid Fund,37.00,"17,51,686.00","10,80,647.73","10,73,615.16","7,032.58","3,58,401.52","4,21,458.65",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,30.00,"6,14,247.00","18,29,182.40","18,10,732.85","18,449.54","1,23,409.84","1,36,240.21",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"6,34,713.00","7,478.77","23,846.26","-,16,367.50","1,13,857.28","1,14,908.03",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,22.00,"42,03,723.00","5,599.00","2,422.44","3,176.56","82,030.24","78,483.18",0.00,0.00,19-07-2024
31-07-2022,Open ended Schemes,Income/Debt Oriented Schemes,Long Duration Fund,2.00,"23,848.00",193.42,99.60,93.83,"2,570.32","2,546.77",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Dynamic Bond Fund,25.00,"2,22,528.00","2,196.32","4,737.50","-2,541.18","22,991.72","22,640.84",1.00,50.08,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Overnight Fund,32.00,"6,08,994.00","22,50,859.56","22,48,815.14","2,044.42","1,06,254.61","1,43,593.77",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Medium to Long Duration Fund,13.00,"1,12,528.00",371.07,"1,420.70","-1,049.63","9,081.79","9,044.05",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Ultra Short Duration Fund,26.00,"6,20,888.00","95,571.04","87,544.07","8,026.97","97,575.88","94,831.89",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Short Duration Fund,26.00,"5,35,625.00","14,126.28","33,112.48","-,18,986.20","98,862.56","96,811.38",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Money Market Fund,22.00,"4,17,852.00","1,23,756.65","1,21,720.14","2,036.52","1,18,232.40","1,14,710.43",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Low Duration Fund,22.00,"9,95,936.00","50,741.46","62,179.67","-,11,438.21","1,02,931.84","1,01,662.55",1.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Corporate Bond Fund,21.00,"6,29,857.00","10,801.04","26,495.84","-,15,694.79","1,15,412.21","1,14,685.94",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Medium Duration Fund,16.00,"2,62,892.00","1,392.39","5,854.12","-4,461.72","28,969.59","28,878.58",4.00,130.59,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Credit Risk Fund,15.00,"2,60,902.00","1,068.20","2,864.37","-1,796.18","26,297.91","26,258.41",4.00,66.37,19-07-2024
31-08-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Mid Cap Fund,27.00,"94,20,335.00","15,824.81","7,867.82","7,956.98","1,78,094.33","1,74,220.03",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Gilt Fund,22.00,"1,72,746.00","2,028.20","1,731.77",296.43,"15,674.65","15,489.75",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Banking and PSU Fund,23.00,"3,17,833.00","6,452.52","18,740.96","-,12,288.44","81,787.11","81,975.21",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Dividend Yield Fund,8.00,"5,88,848.00",718.07,491.60,226.46,"10,172.04","10,123.98",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Small Cap Fund,24.00,"88,89,305.00","14,057.38","5,916.26","8,141.10","1,20,463.99","1,17,225.50",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Large & Mid Cap Fund,27.00,"72,58,212.00","14,267.70","5,659.14","8,608.56","1,22,862.46","1,20,902.05",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Value Fund/Contra Fund,22.00,"42,52,900.00","6,827.84","3,296.79","3,531.05","85,681.59","84,301.04",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Growth/Equity Oriented Schemes,Multi Cap Fund,14.00,"35,16,764.00","7,345.85","2,853.56","4,492.29","62,108.53","60,938.08",0.00,0.00,19-07-2024
31-08-2022,Open ended Schemes,Income/Debt Oriented Schemes,Floater Fund,12.00,"2,51,047.00","16,071.83","33,884.37","-,17,812.54","63,624.97","64,362.21",0.00,0.00,19-07-2024
