Company_Name,ISIN,segment1,Type_Issue1,Sector,Total_No_Securities,Fresh_No_Securities,OFS_No_Securities,Issue_Open_Date,Issue_Close_Date,Times_subscribed,Face_Value,Premimum,Issue_Price,Issue_Size,Listing_Date,Anchor,QIB,Final_QIB,NII,RII,Market_Maker,Shareholder,Employee,Policy_Holders,Underwriter,Promoters_Contribution,Reservation_Portion,Net offer to public,Region,6(1) / (2),Industry_Raw,State1,Region1,Exchange,Designated_Exchange,Issue_Size_Bucket,Calender_Month,Calender_Year,Financial_Year
Spencers Retail Ltd,,Main Board,Right,Private,10604563,10604563,0,2020-08-04 00:00:00,2020-08-18,0,5.0,,75.0,79.53,2020-08-28,,,,,,,,,,,,,,Eastern ,,Consumer Services,West Bengal,Eastern,BSE/NSE/CSE,,≥ 50 crore - < 100crore,2020-08-31,2020,2020-21
Trekkingtoes.com Limited,,SME,IPO,Private,433200,433200,0,2020-08-18 00:00:00,2020-08-20,1.4,10.0,,105.0,4.55,2020-08-28,,,,,,,,,,,,,,Western,,Roads & Highways,Rajasthan,Western,BSE,,< 5 crore,2020-08-31,2020,2020-21
Satin Creditcare Network Limited**,,Main Board,Right,Private,19982667,19982667,0,2020-08-12 00:00:00,2020-08-26,0,10.0,,60.0,119.896002,2020-09-07,,,,,,,,,,,,,,Northern,,Banks/FIs,Delhi,Northern,NSE/BSE,,≥ 100 crore - < 500crore,2020-09-30,2020,2020-21
Happiest Minds Technologies Limited,,Main Board,IPO,Private,42290091,6626506,35663585,2020-09-07 00:00:00,2020-09-09,150.99,2.0,,166.0,702.02,2020-09-17,,,,,,,,,,,,,,Southern ,6(2),Info Tech,Karnataka,Southern,NSE/BSE,,≥ 500crore,2020-09-30,2020,2020-21
Minda Industries Limited,,Main Board,Right,Private,9711739,9711739,0,2020-08-25 00:00:00,2020-09-08,0,2.0,,250.0,242.793475,2020-09-18,,,,,,,,,,,,,,Northern,Na,Misc,Haryana,Northern,NSE/BSE,,≥ 100 crore - < 500crore,2020-09-30,2020,2020-21
Route Mobile Limited,,Main Board,IPO,Private,17142856,6857142,10285714,2020-09-09 00:00:00,2020-09-11,73.3,10.0,,350.0,600.0,2020-09-21,,,,,,,,,,,,,,Western,6(1),Info Tech,Maharashtra,Western,NSE/BSE,,≥ 500crore,2020-09-30,2020,2020-21
Advait Infratech Limited,,SME,IPO,Private,1350000,1350000,0,2020-09-15 00:00:00,2020-09-18,1.88,10.0,,51.0,6.885,2020-09-28,,,,,,,,,,,,,,Western,,Electronic Equipments/ Products,Gujarat,Western,BSE,,≥ 5crore - < 10crore,2020-09-30,2020,2020-21
Computer Age Management Services Limited,,Main Board,IPO,Private,18246600,0,18246600,2020-09-21 00:00:00,2020-09-23,46.68,10.0,,1230.0,2242.11,2020-10-01,,,,,,,,,,,,,,Southern ,6(1),Finance,Tamil Nadu,Southern,BSE,,≥ 500crore,2020-10-31,2020,2020-21
Chemcon Speciality Chemicals Limited,,Main Board,IPO,Private,9352941,4852941,4500000,2020-09-21 00:00:00,2020-09-23,148.05,10.0,,340.0,318.0,2020-10-01,,,,,,,,,,,,,,Western,6(1),Chemical,Gujarat,Western,BSE/ NSE,,≥ 100 crore - < 500crore,2020-10-31,2020,2020-21
Secmark Consultancy Limited,,SME,IPO,Private,1114000,1114000,0,2020-09-18 00:00:00,2020-09-23,1.24,10.0,,135.0,15.03,2020-10-01,,,,,,,,,,,,,,Western,,Info Tech,Maharashtra,Western,BSE,,≥ 10crore - < 50crore,2020-10-31,2020,2020-21
Angel Broking Limited,,Main Board,IPO,Private,19607835,9803921,9803914,2020-09-22 00:00:00,2020-09-24,3.95,10.0,,306.0,600.0,2020-10-05,,,,,,,,,,,,,,Western,6(1),Finance,Maharashtra,Western,BSE/ NSE,,≥ 500crore,2020-10-31,2020,2020-21
Atam Valves Limited,,SME,IPO,Private,1125000,1125000,0,2020-09-18 00:00:00,2020-09-25,2.91,10.0,,40.0,4.5,2020-10-06,,,,,,,,,,,,,,Northern,,Consumer Services,Punjab,Northern,BSE,,< 5 crore,2020-10-31,2020,2020-21
Mazagon Dock Shipbuilders Limited,,Main Board,IPO,Public,30599017,0,30599017,2020-09-29 00:00:00,2020-10-01,155.51,10.0,,145.0,443.69,2020-10-12,,,,,,,,,,,,,,Western,6(1),Engineering,Maharashtra,Western,BSE/ NSE,,≥ 100 crore - < 500crore,2020-10-31,2020,2020-21
UTI Asset Management Company Limited,,Main Board,IPO,Private,38987081,0,38987081,2020-09-29 00:00:00,2020-10-01,2.36,10.0,,554.0,2159.89,2020-10-12,,,,,,,,,,,,,,Western,6(1),Finance,Maharashtra,Western,BSE/ NSE,,≥ 500crore,2020-10-31,2020,2020-21
Aaa Technologies Limited,,SME,IPO,Private,2436000,2436000,0,2020-09-30 00:00:00,2020-10-05,1.74,10.0,,42.0,10.23,2020-10-13,,,,,,,,,,,,,,Western,,Info Tech,Maharashtra,Western,NSE,,≥ 10crore - < 50crore,2020-10-31,2020,2020-21
G M Polyplast Limited,,SME,IPO,Private,508800,322800,186000,2020-09-30 00:00:00,2020-10-06,1.52,10.0,,159.0,8.09,2020-10-14,,,,,,,,,,,,,,Western,,Plastic,Maharashtra,Western,BSE,,≥ 5crore - < 10crore,2020-10-31,2020,2020-21
Likhitha Infrastructure Limited,,Main Board,IPO,Private,5100000,5100000,0,2020-09-29 00:00:00,2020-10-07,9.51,10.0,,120.0,61.2,2020-10-15,,,,,,,,,,,,,,Southern ,6(1),Engineering,Telangana,Southern,BSE/ NSE,,≥ 50 crore - < 100crore,2020-10-31,2020,2020-21
Atal Realtech Limited,,SME,IPO,Private,1504000,304000,1200000,2020-09-30 00:00:00,2020-10-07,1.1,10.0,,72.0,10.83,2020-10-15,,,,,,,,,,,,,,Western,,Cement/ Constructions,Maharashtra,Western,NSE,,≥ 10crore - < 50crore,2020-10-31,2020,2020-21
Sigma Solve Limited,,SME,IPO,Private,1101000,1101000,0,2020-09-29 00:00:00,2020-10-09,1.14,10.0,,45.0,4.9545,2020-10-19,,,,,,,,,,,,,,Western,,Info Tech,Gujarat,Western,NSE,,< 5 crore,2020-10-31,2020,2020-21
Veer Global Infraconstruction Limited,,SME,IPO,Private,1756000,1756000,0,2020-09-30 00:00:00,2020-10-09,1.51,10.0,,28.0,4.9168,2020-10-19,,,,,,,,,,,,,,Western,,Cement/ Constructions,Maharashtra,Western,BSE,,< 5 crore,2020-10-31,2020,2020-21
RUSHIL DECOR LTD**,,Main Board,Right,Private,4977111,4977111,0,2020-09-21 00:00:00,2020-10-05,0,10.0,,50.0,24.88,2020-10-21,,,,,,,,,,,,,,Western,,Misc,Gujarat,Western,BSE/NSE,,≥ 10crore - < 50crore,2020-10-31,2020,2020-21
Bodhi Tree Multimedia Limited,,SME,IPO,Private,390000,390000,0,2020-10-09 00:00:00,2020-10-13,1.21,10.0,,95.0,3.705,2020-10-21,,,,,,,,,,,,,,Western,,Entertainment,Maharashtra,Western,NSE,,< 5 crore,2020-10-31,2020,2020-21
DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,,Main Board,Right,Private,13392663,13392663,0,2020-09-28 00:00:00,2020-10-12,0,10.0,,133.0,178.92,2020-10-26,,,,,,,,,,,,,,Western,,Chemical,Maharashtra,Western,BSE/ NSE,,≥ 100 crore - < 500crore,2020-10-31,2020,2020-21
EIH LTD,,Main Board,Right,Private,53794768,53794768,0,2020-09-29 00:00:00,2020-10-13,0,2.0,,65.0,349.66,2020-10-27,,,,,,,,,,,,,,Eastern ,,Hotels,West Bengal,Eastern,BSE/ NSE/CSE,,≥ 100 crore - < 500crore,2020-10-31,2020,2020-21
Equitas Small Finance Bank Limited,,Main Board,IPO,Private,156848484,84848484,72000000,2020-10-20 00:00:00,2020-10-22,2.0236,10.0,,33.0,517.6,2020-11-02,,,,,,,,,,,,,,Southern ,6(1),Finance,Tamil Nadu,Southern,BSE/ NSE,,≥ 500crore,2020-11-30,2020,2020-21
Shine Fashions (India) Limited,,SME,IPO,Private,399000,399000,0,2020-10-22 00:00:00,2020-10-26,1.64,10.0,,40.0,1.59,2020-11-02,,,,,,,,,,,,,,Western,,Textile,Maharashtra,Western,BSE,,< 5 crore,2020-11-30,2020,2020-21
Gland Pharma Limited,,Main Board,IPO,Private,43196968,8333333,34863635,2020-11-09 00:00:00,2020-11-11,2.06,1.0,,1500.0,6479.5452,2020-11-20,,,,,,,,,,,,,,Southern ,6(1),Healthcare,Telangana,Southern,BSE/ NSE,,≥ 500crore,2020-11-30,2020,2020-21
Mold-Tek Packaging Limited***,,Main Board,Right,Private,3887310,3887310,0,2020-10-28 00:00:00,2020-11-11,0,5.0,,180.0,71.3,2020-11-27,,,,,,,,,,,,,,Southern ,,Misc,Telangana,Southern,BSE/ NSE,,≥ 50 crore - < 100crore,2020-11-30,2020,2020-21
Net Pix Shorts Digital Media Limited,,SME,IPO,Private,900000,900000,0,2020-11-18 00:00:00,2020-11-23,1.67,10.0,,30.0,2.7,2020-12-02,,,,,,,,,,,,,,Western,,Entertainment,Maharashtra,Western,BSE,,< 5 crore,2020-12-31,2020,2020-21
Burger King India Limited,,Main Board,IPO,Private,135000000,75000000,60000000,2020-12-02 00:00:00,2020-12-04,157.1626,10.0,,60.0,810.0,2020-12-14,,,,,,,,,,,,,,Western,6(2),Food processing,Maharashtra,Western,BSE/ NSE,,≥ 500crore,2020-12-31,2020,2020-21
SHOPPERS STOP LTD.,,Main Board,Right,Private,21368982,21368982,0,2020-11-27 00:00:00,2020-12-11,0,5.0,,140.0,299.16,2020-12-22,,,,,,,,,,,,,,Western,,Misc,Maharashtra,Western,BSE/NSE,,≥ 100 crore - < 500crore,2020-12-31,2020,2020-21
Mrs. Bectors Food Specialities Limited,,Main Board,IPO,Private,18769701,1408592,17361109,2020-12-15 00:00:00,2020-12-17,196.07,10.0,,288.0,540.54,2020-12-24,,,,,,,,,,,,,,Northern,6(1),Food processing,Punjab,Northern,BSE/ NSE,,≥ 500crore,2020-12-31,2020,2020-21
Antony Waste Handling Cell Limited,,Main Board,IPO,Private,9523345,2698412,6824933,2020-12-21 00:00:00,2020-12-23,15.04,5.0,,315.0,299.99,2021-01-01,,,,,,,,,,,,,,Western,6(1),Misc,Maharashtra,Western,BSE/NSE,,≥ 100 crore - < 500crore,2021-01-31,2021,2020-21
Pricol Limited,,Main Board,Right,Private,27084777,27084777,0,2020-12-03 00:00:00,2020-12-17,0,1.0,,30.0,81.25,2021-01-01,,,,,,,,,,,,,,Southern ,,Engineering,Tamil Nadu,Southern,BSE/NSE,,≥ 50 crore - < 100crore,2021-01-31,2021,2020-21
Indian Railway Finance Corporation Limited,,Main Board,IPO,Public,1782069000,1188046000,594023000,2021-01-18 00:00:00,2021-01-20,3.63,10.0,,26.0,4633.38,2021-01-29,,,,,,,,,,,,,,Northern,6(1),Finance,Delhi,Northern,BSE/NSE,,≥ 500crore,2021-01-31,2021,2020-21
Indigo Paints Limited,,Main Board,IPO,Private,7853422,2013422,5840000,2021-01-20 00:00:00,2021-01-22,117.03,10.0,,1490.0,1169.12,2021-02-02,,,,,,,,,,,,,,Western,6(1),Misc,Maharashtra,Western,BSE/NSE,,≥ 500crore,2021-02-28,2021,2020-21
Home First Finance Company India Limited,,Main Board,IPO,Private,22272556,5115830,17156726,2021-01-21 00:00:00,2021-01-25,26.89,2.0,,518.0,1153.72,2021-02-03,,,,,,,,,,,,,,Western,6(1),Finance,Maharashtra,Western,BSE/NSE,,≥ 500crore,2021-02-28,2021,2020-21
STOVE KRAFT LIMITED,,Main Board,IPO,Private,10717532,2467532,8250000,2021-01-25 00:00:00,2021-01-28,18.35,10.0,,385.0,412.63,2021-02-05,,,,,,,,,,,,,,Southern ,6(2),Misc,Karnataka,Southern,BSE/NSE,,≥ 100 crore - < 500crore,2021-02-28,2021,2020-21
MRP Agro Limited,,SME,IPO,Private,810000,810000,0,2021-02-08 00:00:00,2021-02-10,3.21,10.0,,40.0,3.24,2021-02-18,,,,,,,,,,,,,,Central,,misc,Madhya Pradesh,Central,BSE,,< 5 crore,2021-02-28,2021,2020-21
Nureca Limited,,Main Board,IPO,Private,2500175,2500175,0,2021-02-15 00:00:00,2021-02-17,40.36,10.0,,400.0,100.0,2021-02-25,,,,,,,,,,,,,,Western,6(2),Healthcare Supplier,Maharashtra,Western,BSE/NSE,,≥ 100 crore - < 500crore,2021-02-28,2021,2020-21
L&T FINANCE HOLDINGS LTD,,Main Board,Right,Private,461325021,461325021,0,2021-02-01 00:00:00,2021-02-15,0,10.0,,65.0,2998.61,2021-02-26,,,,,,,,,,,,,,Western,,Finance,Maharashtra,Western,BSE/NSE,,≥ 500crore,2021-02-28,2021,2020-21
RailTel Corporation of India Limited,,Main Board,IPO,Public,87153369,0,87153369,2021-02-16 00:00:00,2021-02-18,42.9905,10.0,,94.0,819.24,2021-02-26,,,,,,,,,,,,,,Northern,6(1),Telecom Services,Delhi,Northern,BSE/NSE,,≥ 500crore,2021-02-28,2021,2020-21
Urja Global Limited,,Main Board,Right,Private,50000000,50000000,0,2021-01-25 00:00:00,2021-02-10,0,1.0,,5.0,25.0,2021-03-03,,,,,,,,,,,,,,Northern,,Power,Delhi,Northern,BSE/NSE,,≥ 10crore - < 50crore,2021-03-31,2021,2020-21
Party Cruisers Limited,,SME,IPO,Private,1520000,1520000,0,2021-02-22 00:00:00,2021-02-25,1.2513,10.0,,51.0,7.752,2021-03-05,,,,,,,,,,,,,,Western,,Misc,Maharashtra,Western,NSE,,≥ 5crore - < 10crore,2021-03-31,2021,2020-21
Heranba Industries Limited,,Main Board,IPO,Private,9971937,956937,9015000,2021-02-23 00:00:00,2021-02-25,83.29,10.0,,627.0,625.2404499,2021-03-05,,,,,,,,,,,,,,Western,6(1),Misc,Gujarat,Western,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Pavna Industries Limited,,SME,IPO,Private,1800000,902400,897600,2021-02-24 00:00:00,2021-03-01,1.4124,10.0,,165.0,29.7,2021-03-09,,,,,,,,,,,,,,Northern,,Automobiles,Uttar Pradesh,Northern,NSE,,≥ 10crore - < 50crore,2021-03-31,2021,2020-21
Pavna Industries Limited,,SME,IPO,Private,1800000,902400,897600,2021-02-24 00:00:00,2021-03-01,1.4124,10.0,,165.0,29.7,2021-03-09,,,,,,,,,,,,,,Northern,,Automobiles,Uttarakhand,Northern,NSE,,≥ 10crore - < 50crore,2021-03-31,2021,2020-21
Adjia Technologies Limited,,SME,IPO,Private,270400,270400,0,2021-03-02 00:00:00,2021-03-04,5.7,10.0,,74.0,2.0,2021-03-15,,,,,,,,,,,,,,Western,6(1),Info Tech,Gujarat,Western,BSE,,< 5 crore,2021-03-31,2021,2020-21
MTAR Technologies Limited,,Main Board,IPO,Private,10372419,2148149,8224270,2021-03-03 00:00:00,2021-03-05,197.7078,10.0,,575.0,596.4140925,2021-03-15,,,,,,,,,,,,,,Southern,6(1),Engineering,,,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Ashapuri Gold Ornament Limited,,SME,FPO,Private,3705600,3705600,0,2021-03-03 00:00:00,2021-03-08,1.17,10.0,,81.0,30.02,2021-03-17,,,,,,,,,,,,,,Western,,Misc,Gujarat,Western,BSE ,,≥ 10crore - < 50crore,2021-03-31,2021,2020-21
Easy Trip Planners Limited,,Main Board,IPO,Private,27272727,0,27272727,2021-03-08 00:00:00,2021-03-10,160.8044,2.0,,187.0,510.0,2021-03-19,,,,,,,,,,,,,,Central,6(2),Misc,Delhi,Northern,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Rangoli Tradecomm Limited,,SME,IPO,Private,2181000,2181000,0,2021-03-09 00:00:00,2021-03-12,1.5,10.0,,207.0,45.14,2021-03-22,,,,,,,,,,,,,,Eastern ,6(1),Textile,West Bengal,Eastern,BSE,,≥ 10crore - < 50crore,2021-03-31,2021,2020-21
Knowledge Marine & Engineering Works Limited,,SME,IPO,Private,2736000,2736000,0,2021-03-09 00:00:00,2021-03-12,2.62,10.0,,37.0,10.12,2021-03-22,,,,,,,,,,,,,,Western,6(1),Engineering,Maharashtra,Western,BSE,,≥ 10crore - < 50crore,2021-03-31,2021,2020-21
Anupam Rasayan India Limited,,Main Board,IPO,Private,13715495,13715495,0,2021-03-12 00:00:00,2021-03-16,44.4332,10.0,,555.0,760.0,2021-03-24,,,,,,,,,,,,,,Western,6(1),Chemical,Gujarat,Western,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Craftsman Automation Limited,,Main Board,IPO,Private,5528161,1006711,4521450,2021-03-15 00:00:00,2021-03-17,3.82,5.0,,1490.0,823.695989,2021-03-25,,,,,,,,,,,,,,Southern,6(1),Engineering,Tamil Nadu,Southern,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Laxmi Organic Industries Limited,,Main Board,IPO,Private,46153846,23076923,23076923,2021-03-15 00:00:00,2021-03-17,107.6374,2.0,,130.0,599.999998,2021-03-25,,,,,,,,,,,,,,Western,6(1),Chemical,Maharashtra,Western,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Kalyan Jewellers India Limited,,Main Board,IPO,Private,135057470,91954022,43103448,2021-03-16 00:00:00,2021-03-18,2.6375,10.0,,87.0,1174.999989,2021-03-26,,,,,,,,,,,,,,Southern,6(1),Misc,Kerala,Southern,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Suryoday Small Finance Bank Limited,,Main Board,IPO,Private,19093070,8150000,10943070,2021-03-17 00:00:00,2021-03-19,2.4471,10.0,,305.0,581.983042,2021-03-26,,,,,,,,,,,,,,Western,6(1),Finance,Maharashtra,Western,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Patel Integrated Logistics Limited,,Main Board,Right,Private,9500000,9500000,0,2021-02-26 00:00:00,2021-03-12,0,10.0,,10.0,9.5,2021-03-30,,,,,,,,,,,,,,Western,,Roads & Highways,Maharashtra,Western,BSE/NSE,,≥ 5crore - < 10crore,2021-03-31,2021,2020-21
Authum Investment & Infrastructure Ltd,,Main Board,Right,Private,4611236,4611236,0,2021-03-01 00:00:00,2021-03-15,0,10.0,,81.0,37.35,2021-03-30,,,,,,,,,,,,,,Western,,Finance,Maharashtra,Western,BSE,,≥ 10crore - < 50crore,2021-03-31,2021,2020-21
Nazara Technologies Limited,,Main Board,IPO,Private,5294392,0,5294392,2021-03-17 00:00:00,2021-03-19,175.46,4.0,,1101.0,582.69,2021-03-30,,,,,,,,,,,,,,Western,6(2),Entertainment,Maharashtra,Western,BSE/NSE,,≥ 500crore,2021-03-31,2021,2020-21
Niks Technology Limited,,SME,IPO,Private,100200,33200,67000,2021-03-19 00:00:00,2021-03-23,3.65,10.0,,201.0,2.01,2021-03-31,,,,,,,,,,,,,,Northern,6(1),Info Tech,Bihar,Eastern,BSE,,< 5 crore,2021-03-31,2021,2020-21
Arvind Fashions Ltd*,,Main Board,Right,Private,14801776,14801776,0,2021-03-04 00:00:00,2021-03-18,0,4.0,,135.0,199.823976,2021-04-05,,,,,,,,,,,,,,Western,,Misc,Gujarat,Western,BSE/NSE,,≥ 100 crore - < 500crore,2021-04-30,2021,2021-22
BARBEQUE-NATION HOSPITALITY LIMITED,,Main Board,IPO,Private,9057470,3600000,5457470,2021-03-24 00:00:00,2021-03-26,5.26,5.0,,500.0,452.87,2021-04-07,,,,,,,,,,,,,,Southern,6(2),Hotels,Karnataka,Southern,BSE/ NSE,,≥ 100 crore - < 500crore,2021-04-30,2021,2021-22
Siddhika Coatings Limited,,SME,IPO,Private,824000,824000,0,2021-03-24 00:00:00,2021-03-26,2.47,10.0,,57.0,4.6968,2021-04-07,,,,,,,,,,,,,,Northern,,Misc,Delhi,Northern,NSE,,< 5 crore,2021-04-30,2021,2021-22
EKI Energy Services Limited,,SME,IPO,Private,1824000,1824000,0,2021-03-24 00:00:00,2021-03-26,3.76,10.0,,102.0,18.6,2021-04-07,,,,,,,,,,,,,,Central,,Misc,Madhya Pradesh,Central,BSE,,≥ 10crore - < 50crore,2021-04-30,2021,2021-22
V Marc India Limited,,SME,IPO,Private,6000000,6000000,0,2021-03-25 00:00:00,2021-03-31,1.62,10.0,,39.0,23.4,2021-04-09,,,,,,,,,,,,,,Northern,,Engineering,Uttar Pradesh,Northern,NSE,,≥ 10crore - < 50crore,2021-04-30,2021,2021-22
V Marc India Limited,,SME,IPO,Private,6000000,6000000,0,2021-03-25 00:00:00,2021-03-31,1.62,10.0,,39.0,23.4,2021-04-09,,,,,,,,,,,,,,Northern,,Engineering,Uttarakhand,Northern,NSE,,≥ 10crore - < 50crore,2021-04-30,2021,2021-22
RAJAPALAYAM MILLS LTD,,Main Board,Right,Private,1229360,1229360,0,2021-03-15 00:00:00,2021-03-30,0,10.0,,569.0,69.95,2021-04-15,,,,,,,,,,,,,,Southern,,Textiles,Tamil Nadu,Southern,BSE,,≥ 50 crore - < 100crore,2021-04-30,2021,2021-22
Rajeshwari Cans Limited,,SME,IPO,Private,2016000,2016000,0,2021-03-31 00:00:00,2021-04-06,1.32,10.0,,20.0,4.03,2021-04-15,,,,,,,,,,,,,,Western,,Plastic,Gujarat,Western,BSE,,< 5 crore,2021-04-30,2021,2021-22
Jetmall Spices and Masala Limited,,SME,IPO,Private,2490000,2490000,0,2021-03-31 00:00:00,2021-04-07,1.14,10.0,,20.0,4.98,2021-04-19,,,,,,,,,,,,,,Southern,,Food processing,Tamil Nadu,Southern,BSE,,< 5 crore,2021-04-30,2021,2021-22
Macrotech Developers Limited,,Main Board,IPO,Private,51440328,51440328,0,2021-04-07 00:00:00,2021-04-09,1.2004,10.0,,486.0,2500.0,2021-04-19,,,,,,,,,,,,,,Western,6(1),Cement/ Constructions,Maharashtra,Western,BSE/ NSE,,≥ 500crore,2021-04-30,2021,2021-22
WEP SOLUTIONS LTD.,,Main Board,Right,Private,9868640,9868640,0,2021-03-24 00:00:00,2021-04-19,0,10.0,,10.0,9.87,2021-04-30,,,,,,,,,,,,,,Southern,,Misc,Karnataka,Southern,BSE,,≥ 5crore - < 10crore,2021-04-30,2021,2021-22
Kuberan Global Edu Solutions Limited,,SME,IPO,Private,558000,558000,0,2021-04-20 00:00:00,2021-04-27,3.12,10.0,,20.0,1.12,2021-05-05,,,,,,,,,,,,,,Southern,,Consumer Services,Tamil Nadu,Southern,BSE,,< 5 crore,2021-05-31,2021,2021-22
KDDL Limited,,Main Board,Right,Private,1086956,1086956,0,2021-04-09 00:00:00,2021-05-07,,10.0,,230.0,25.0,2021-05-21,,,,,,,,,,,,,,Northern,,Misc,Punjab,Northern,BSE/NSE,,≥ 10crore - < 50crore,2021-05-31,2021,2021-22
Sundaram Finance Holdings Limited,,Main Board,Right,Private,71000000,71000000,0,2021-05-06 00:00:00,2021-06-04,1.42,5.0,,50.0,355.0,2021-06-14,,,,,,,,,,,,,,Southern,,Misc,Tamil Nadu,Southern,NSE,,≥ 100 crore - < 500crore,2021-06-30,2021,2021-22
Abhishek Integrations Limited,,SME,IPO,Private,990000,990000,0,2021-06-08 00:00:00,2021-06-11,2.04,10.0,,50.0,4.95,2021-06-21,,,,,,,,,,,,,,Western,,Misc,Gujarat,Western,NSE,,< 5 crore,2021-06-30,2021,2021-22
Sona BLW Precision Forgings Limited,,Main Board,IPO,Private,190721649,10309278,180412371,2021-06-14 00:00:00,2021-06-16,2.24,10.0,,291.0,5550.0,2021-06-24,,,,,,,,,,,,,,Northern,6(2),Automobiles,Haryana,Northern,BSE/NSE,,≥ 500crore,2021-06-30,2021,2021-22
Shyam Metalics and Energy Limited,,Main Board,IPO,Private,29705880,21470588,8235292,2021-06-14 00:00:00,2021-06-16,84.97,10.0,,306.0,908.55,2021-06-24,,,,,,,,,,,,,,Eastern,6(1),Misc,West Bengal,Eastern,BSE/NSE,,≥ 500crore,2021-06-30,2021,2021-22
Navoday Enterprises Limited,,SME,IPO,Private,2304000,2304000,0,2021-06-14 00:00:00,2021-06-17,2.06,10.0,,20.0,4.6,2021-06-25,,,,,,,,,,,,,,Western,,Misc,Maharashtra,Western,BSE,,< 5 crore,2021-06-30,2021,2021-22
VIKAS LIFECARE LIMITED,,Main Board,Right,Private,265398198,265398198,0,2021-05-27 00:00:00,2021-06-10,1.19,1.0,,1.85,49.098666630000004,2021-06-28,,,,,,,,,,,,,,Northern,,Misc,Delhi,Northern,BSE/NSE,,≥ 10crore - < 50crore,2021-06-30,2021,2021-22
Adeshwar Meditex Limited,,SME,IPO,Private,3900000,3900000,0,2021-06-15 00:00:00,2021-06-18,1.63,10.0,,25.0,9.75,2021-06-28,,,,,,,,,,,,,,Western,,Healthcare,Maharashtra,Western,BSE,,≥ 5crore - < 10crore,2021-06-30,2021,2021-22
Dodla Dairy Limited,,Main Board,IPO,Private,12153668,1168224,10985444,2021-06-16 00:00:00,2021-06-18,44.75,10.0,,428.0,520.1769904,2021-06-28,,,,,,,,,,,,,,Southern,6(1),Food processing,Telangana,Southern,BSE/NSE,,≥ 500crore,2021-06-30,2021,2021-22
Krishna Institute of Medical Sciences Limited,,Main Board,IPO,Private,25995042,2434504,23560538,2021-06-16 00:00:00,2021-06-18,3.86,10.0,,825.0,2143.74,2021-06-28,,,,,,,,,,,,,,Southern,6(2),Healthcare,Telangana,Southern,BSE/NSE,,≥ 500crore,2021-06-30,2021,2021-22
Times Green Energy (India) Limited,,SME,IPO,Private,664000,664000,0,2021-06-16 00:00:00,2021-06-22,2.76,10.0,,61.0,4.05,2021-06-30,,,,,,,,,,,,,,Southern,,Food processing,Telangana,Southern,BSE,,< 5 crore,2021-06-30,2021,2021-22
India Pesticides Limited,,Main Board,IPO,Private,27027026,3378378,23648648,2021-06-23 00:00:00,2021-06-25,29.946,1.0,,296.0,799.9999696,2021-07-05,,,,,,,,,,,,,,Northern,6(1),Chemical,Uttar Pradesh,Northern,BSE / NSE,,≥ 500crore,2021-07-31,2021,2021-22
India Pesticides Limited,,Main Board,IPO,Private,27027026,3378378,23648648,2021-06-23 00:00:00,2021-06-25,29.946,1.0,,296.0,799.9999696,2021-07-05,,,,,,,,,,,,,,Northern,6(1),Chemical,Uttarakhand,Northern,BSE / NSE,,≥ 500crore,2021-07-31,2021,2021-22
Vikas EcoTech Limited,,Main Board,Right,Private,363869577,363869577,0,2021-06-15 00:00:00,2021-06-29,1.36,1.0,,1.35,49.122392895000004,2021-07-13,,,,,,,,,,,,,,Northern,,Chemical,Delhi,Northern,BSE / NSE,,≥ 10crore - < 50crore,2021-07-31,2021,2021-22
Walpar Nutritions Limited,,SME,IPO,Private,1200000,1200000,0,2021-06-30 00:00:00,2021-07-05,10.72,10.0,,55.0,6.6,2021-07-13,,,,,,,,,,,,,,Western,,Healthcare,Gujarat,Western,NSE,,≥ 5crore - < 10crore,2021-07-31,2021,2021-22
Focus Business Solution Limited,,SME,IPO,Private,2222000,2222000,0,2021-06-30 00:00:00,2021-07-05,6.22,10.0,,19.0,1.22,2021-07-13,,,,,,,,,,,,,,Western,,Info Tech,Gujarat,Western,BSE,,< 5 crore,2021-07-31,2021,2021-22
APLAB Limited,,Main Board,Right,Private,5000000,5000000,0,2021-06-17 00:00:00,2021-07-01,1.72,10.0,,10.0,5.0,2021-07-15,,,,,,,,,,,,,,Western,,Electronic Equipments/ Products,Maharashtra,Western,BSE,,≥ 5crore - < 10crore,2021-07-31,2021,2021-22
G R Infraprojects Limited,,Main Board,IPO,Private,11508704,0,11508704,2021-07-07 00:00:00,2021-07-09,103.0139,5.0,,837.0,962.33,2021-07-19,,,,,,,,,,,,,,Western,6(1),Roads and Highways,Gujarat,Western,BSE / NSE,,≥ 500crore,2021-07-31,2021,2021-22
