Month,Exchange,parameter,Trading_Days,IDX_CO,IDX_FUT,IDX_PO,STK_CO,STK_FUT,STK_PO,Total_Futures,Total_Options,Total_Derivatives
28/02/2017,NSE,Premium Turnover,19,"15,872.59",,"11,258.27","6,819.79",,"2,566.67",0,"36,517.32","36,517.32"
28/02/2017,NSE,Turnover,19,"38,51,291.52","3,51,772.91","34,34,199.28","4,33,282.05","10,88,456.46","1,89,337.13","14,40,229.37","79,08,109.97","93,48,339.34"
31/03/2017,BSE,Contracts,22,4,"3,156.00",0,0,116,0,"3,272.00",4,"3,276.00"
31/03/2017,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/03/2017,BSE,Turnover,22,0.29,223.41,0,0,10.3,0,233.71,0.29,234
31/03/2017,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/03/2017,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/03/2017,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/03/2017,NSE,Contracts,22,"5,38,63,017.00","47,47,968.00","4,74,76,842.00","57,39,587.00","1,58,31,232.00","26,28,015.00","2,05,79,200.00","10,97,07,461.00","13,02,86,661.00"
31/03/2017,NSE,Premium Turnover,22,"16,762.36",,"10,793.00","6,544.39",,"2,623.82",0,"36,723.58","36,723.58"
31/03/2017,NSE,Turnover,22,"42,34,222.15","3,47,988.90","36,16,236.52","4,36,808.43","11,48,131.82","1,87,765.09","14,96,120.72","84,75,032.19","99,71,152.91"
30/04/2017,BSE,Contracts,18,82,"18,597.00",32,0,51,0,"18,648.00",114,"18,762.00"
30/04/2017,BSE,Premium Turnover,18,0.03,,0,0,,0,0,0.03,0.03
30/04/2017,BSE,Turnover,18,5.92,"1,330.18",2.28,0,4.34,0,"1,334.52",8.21,"1,342.73"
30/04/2017,MCX,Contracts,18,0,0,0,0,0,0,0,0,0
30/04/2017,MCX,Premium Turnover,18,0,,0,0,,0,0,0,0
30/04/2017,MCX,Turnover,18,0,0,0,0,0,0,0,0,0
30/04/2017,NSE,Contracts,18,"4,61,81,751.00","41,74,077.00","4,55,48,822.00","60,24,771.00","1,53,23,013.00","28,23,557.00","1,94,97,090.00","10,05,78,901.00","12,00,75,991.00"
30/04/2017,NSE,Premium Turnover,18,"13,165.10",,"9,871.72","7,128.31",,"2,814.49",0,"32,979.62","32,979.62"
30/04/2017,NSE,Turnover,18,"37,29,736.05","3,14,579.86","35,54,410.94","4,87,146.94","11,60,682.50","2,13,125.24","14,75,262.36","79,84,419.18","94,59,681.54"
31/05/2017,BSE,Contracts,22,0,"14,812.00",0,0,69,0,"14,881.00",0,"14,881.00"
31/05/2017,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/05/2017,BSE,Turnover,22,0,"1,080.58",0,0,5.4,0,"1,085.98",0,"1,085.98"
31/05/2017,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/05/2017,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/05/2017,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/05/2017,NSE,Contracts,22,"5,52,23,511.00","48,16,269.00","5,73,43,652.00","75,98,657.00","1,97,24,492.00","38,14,715.00","2,45,40,761.00","12,39,80,535.00","14,85,21,296.00"
31/05/2017,NSE,Premium Turnover,22,"16,667.09",,"13,084.56","9,092.75",,"4,489.14",0,"43,333.54","43,333.54"
31/05/2017,NSE,Turnover,22,"46,17,328.24","3,75,948.82","46,30,977.84","5,80,166.67","14,02,147.87","2,74,832.92","17,78,096.69","1,01,03,305.67","1,18,81,402.36"
30/06/2017,BSE,Contracts,21,0,"6,267.00",0,0,43,0,"6,310.00",0,"6,310.00"
30/06/2017,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
30/06/2017,BSE,Turnover,21,0,468.01,0,0,3.42,0,471.43,0,471.43
30/06/2017,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
30/06/2017,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
30/06/2017,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
30/06/2017,NSE,Contracts,21,"5,62,99,371.00","40,52,219.00","5,37,52,489.00","56,27,829.00","1,57,18,759.00","26,55,447.00","1,97,70,978.00","11,83,35,136.00","13,81,06,114.00"
30/06/2017,NSE,Premium Turnover,21,"14,534.47",,"12,286.94","6,046.45",,"2,790.06",0,"35,657.93","35,657.93"
30/06/2017,NSE,Turnover,21,"48,63,586.14","3,22,143.60","45,20,106.95","4,25,458.79","11,10,361.75","1,90,610.09","14,32,505.35","99,99,761.96","1,14,32,267.31"
31/07/2017,BSE,Contracts,21,0,"4,165.00",0,1,59,0,"4,224.00",1,"4,225.00"
31/07/2017,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/07/2017,BSE,Turnover,21,0,317.32,0,0.06,4.35,0,321.67,0.06,321.74
31/07/2017,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
31/07/2017,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/07/2017,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
31/07/2017,NSE,Contracts,21,"5,46,92,544.00","42,24,510.00","5,85,10,108.00","71,94,451.00","1,69,74,717.00","33,89,270.00","2,11,99,227.00","12,37,86,373.00","14,49,85,600.00"
31/07/2017,NSE,Premium Turnover,21,"18,921.77",,"12,365.01","8,144.93",,"3,005.82",0,"42,437.52","42,437.52"
31/07/2017,NSE,Turnover,21,"48,20,709.93","3,46,731.68","49,95,039.08","5,50,014.79","12,34,362.96","2,45,582.56","15,81,094.64","1,06,11,346.36","1,21,92,441.00"
31/08/2017,BSE,Contracts,21,0,248,0,2,28,0,276,2,278
31/08/2017,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/08/2017,BSE,Turnover,21,0,19.17,0,0.12,2.31,0,21.49,0.12,21.6
31/08/2017,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
31/08/2017,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/08/2017,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
31/08/2017,NSE,Contracts,21,"7,19,81,496.00","47,89,537.00","6,52,75,950.00","74,30,204.00","1,74,70,818.00","37,39,525.00","2,22,60,355.00","14,84,27,175.00","17,06,87,530.00"
31/08/2017,NSE,Premium Turnover,21,"19,345.90",,"19,748.11","8,222.64",,"4,510.17",0,"51,826.81","51,826.81"
31/08/2017,NSE,Turnover,21,"65,27,897.16","3,99,317.44","57,12,285.54","5,68,668.52","12,57,968.44","2,69,013.25","16,57,285.88","1,30,77,864.47","1,47,35,150.35"
30/09/2017,BSE,Contracts,21,0,11,0,0,21,0,32,0,32
30/09/2017,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
30/09/2017,BSE,Turnover,21,0,0.86,0,0,2.27,0,3.13,0,3.13
30/09/2017,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
30/09/2017,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
30/09/2017,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
30/09/2017,NSE,Contracts,21,"6,49,18,248.00","44,67,175.00","6,14,18,880.00","70,78,836.00","1,73,14,055.00","32,84,450.00","2,17,81,230.00","13,67,00,414.00","15,84,81,644.00"
30/09/2017,NSE,Premium Turnover,21,"18,406.66",,"18,351.87","7,833.83",,"3,713.58",0,"48,305.92","48,305.92"
30/09/2017,NSE,Turnover,21,"57,76,218.30","3,69,891.06","52,98,926.28","5,69,008.29","12,80,396.00","2,55,920.74","16,50,287.06","1,19,00,073.60","1,35,50,360.66"
31/10/2017,BSE,Contracts,20,0,1,0,0,21,0,22,0,22
31/10/2017,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
31/10/2017,BSE,Turnover,20,0,0.08,0,0,2.65,0,2.73,0,2.73
31/10/2017,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
31/10/2017,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
31/10/2017,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
31/10/2017,NSE,Contracts,20,"6,14,61,946.00","42,38,220.00","5,75,94,920.00","67,48,271.00","1,68,36,256.00","30,70,077.00","2,10,74,476.00","12,88,75,214.00","14,99,49,690.00"
31/10/2017,NSE,Premium Turnover,20,"20,672.60",,"15,505.91","9,115.91",,"3,323.68",0,"48,618.10","48,618.10"
31/10/2017,NSE,Turnover,20,"56,19,655.98","3,58,296.27","50,62,586.05","5,45,499.15","12,61,299.55","2,34,377.52","16,19,595.82","1,14,62,118.70","1,30,81,714.52"
30/11/2017,BSE,Contracts,22,0,0,0,0,24,0,24,0,24
30/11/2017,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
30/11/2017,BSE,Turnover,22,0,0,0,0,1.75,0,1.75,0,1.75
30/11/2017,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
30/11/2017,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
30/11/2017,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
30/11/2017,NSE,Contracts,22,"7,29,49,308.00","43,78,831.00","6,46,19,921.00","78,77,171.00","1,96,00,435.00","35,18,583.00","2,39,79,266.00","14,89,64,983.00","17,29,44,249.00"
30/11/2017,NSE,Premium Turnover,22,"20,491.82",,"17,968.86","10,529.45",,"4,456.90",0,"53,447.03","53,447.03"
30/11/2017,NSE,Turnover,22,"68,87,013.94","3,77,959.25","59,31,258.11","6,06,165.19","13,96,413.45","2,52,658.71","17,74,372.70","1,36,77,095.95","1,54,51,468.65"
31/12/2017,BSE,Contracts,20,0,0,0,0,19,0,19,0,19
31/12/2017,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
31/12/2017,BSE,Turnover,20,0,0,0,0,1.36,0,1.36,0,1.36
31/12/2017,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
31/12/2017,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
31/12/2017,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
31/12/2017,NSE,Contracts,20,"6,35,70,365.00","47,69,247.00","5,95,31,409.00","69,63,208.00","1,71,81,163.00","28,99,301.00","2,19,50,410.00","13,29,64,283.00","15,49,14,693.00"
31/12/2017,NSE,Premium Turnover,20,"22,940.25",,"18,652.18","8,286.69",,"2,854.24",0,"52,733.36","52,733.36"
31/12/2017,NSE,Turnover,20,"59,63,830.44","4,06,555.82","53,54,519.60","5,31,251.09","12,44,068.95","2,06,924.42","16,50,624.77","1,20,56,525.55","1,37,07,150.32"
31/01/2018,BSE,Contracts,22,0,0,0,0,62,0,62,0,62
31/01/2018,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/01/2018,BSE,Turnover,22,0,0,0,0,4.3,0,4.3,0,4.3
31/01/2018,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/01/2018,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/01/2018,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/01/2018,NSE,Contracts,22,"6,74,78,633.00","50,31,029.00","6,67,10,823.00","96,90,224.00","2,19,68,814.00","38,45,878.00","2,69,99,843.00","14,77,25,558.00","17,47,25,401.00"
31/01/2018,NSE,Premium Turnover,22,"25,358.88",,"18,608.45","12,885.16",,"4,518.21",0,"61,370.70","61,370.70"
31/01/2018,NSE,Turnover,22,"65,60,595.15","4,50,375.50","62,07,911.85","7,97,696.99","16,98,946.51","2,94,252.99","21,49,322.01","1,38,60,456.98","1,60,09,778.99"
28/02/2018,BSE,Contracts,19,0,0,0,0,40,0,40,0,40
28/02/2018,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
28/02/2018,BSE,Turnover,19,0,0,0,0,2.82,0,2.82,0,2.82
28/02/2018,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
28/02/2018,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
28/02/2018,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
28/02/2018,NSE,Contracts,19,"7,84,18,384.00","64,20,118.00","6,55,22,364.00","73,75,204.00","1,90,92,878.00","36,06,307.00","2,55,12,996.00","15,49,22,259.00","18,04,35,255.00"
28/02/2018,NSE,Premium Turnover,19,"26,105.40",,"31,389.07","8,504.66",,"5,275.69",0,"71,274.82","71,274.82"
28/02/2018,NSE,Turnover,19,"73,91,332.63","5,56,256.20","58,97,471.20","5,73,679.79","13,54,151.66","2,53,726.06","19,10,407.86","1,41,16,209.68","1,60,26,617.54"
31/03/2018,BSE,Contracts,19,0,16,0,0,30,0,46,0,46
31/03/2018,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
31/03/2018,BSE,Turnover,19,0,1.33,0,0,1.74,0,3.07,0,3.07
31/03/2018,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
31/03/2018,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
31/03/2018,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
31/03/2018,NSE,Contracts,19,"9,01,37,361.00","63,13,352.00","7,58,91,966.00","66,73,268.00","1,75,52,966.00","34,82,172.00","2,38,66,318.00","17,61,84,767.00","20,00,51,085.00"
31/03/2018,NSE,Premium Turnover,19,"26,953.37",,"29,257.70","6,373.96",,"4,300.81",0,"66,885.85","66,885.85"
31/03/2018,NSE,Turnover,19,"82,71,001.42","5,32,398.84","67,27,477.46","4,93,250.72","11,96,720.07","2,35,977.12","17,29,118.91","1,57,27,706.72","1,74,56,825.63"
30/04/2018,BSE,Contracts,21,0,20,0,0,39,0,59,0,59
30/04/2018,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
30/04/2018,BSE,Turnover,21,0,1.7,0,0,2.55,0,4.25,0,4.25
30/04/2018,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
30/04/2018,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
30/04/2018,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
30/04/2018,NSE,Contracts,21,"6,95,99,045.00","49,93,824.00","6,79,63,276.00","92,24,410.00","1,99,71,346.00","42,47,393.00","2,49,65,170.00","15,10,34,124.00","17,59,99,294.00"
30/04/2018,NSE,Premium Turnover,21,"22,681.16",,"20,888.44","10,369.83",,"4,506.00",0,"58,445.43","58,445.43"
30/04/2018,NSE,Turnover,21,"65,70,818.40","4,33,691.28","61,69,967.58","7,11,977.43","14,31,956.76","3,01,815.94","18,65,648.04","1,37,54,579.35","1,56,20,227.39"
31/05/2018,BSE,Contracts,22,0,6,0,2,33,0,39,2,41
31/05/2018,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/05/2018,BSE,Turnover,22,0,0.53,0,0.08,2.01,0,2.54,0.08,2.61
31/05/2018,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/05/2018,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/05/2018,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/05/2018,NSE,Contracts,22,"8,65,98,523.00","49,91,448.00","8,28,60,071.00","99,68,877.00","2,18,01,493.00","51,05,748.00","2,67,92,941.00","18,45,33,219.00","21,13,26,160.00"
31/05/2018,NSE,Premium Turnover,22,"24,707.52",,"22,504.70","10,352.30",,"5,859.38",0,"63,423.90","63,423.90"
31/05/2018,NSE,Turnover,22,"84,91,735.68","4,46,740.88","79,27,461.39","7,12,976.87","14,30,486.54","3,32,671.51","18,77,227.42","1,74,64,845.44","1,93,42,072.86"
30/06/2018,BSE,Contracts,21,0,331,0,0,21,0,352,0,352
30/06/2018,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
30/06/2018,BSE,Turnover,21,0,29.3,0,0,1.25,0,30.55,0,30.55
30/06/2018,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
30/06/2018,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
30/06/2018,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
30/06/2018,NSE,Contracts,21,"8,45,77,639.00","51,82,508.00","7,65,22,830.00","89,67,595.00","2,00,44,920.00","42,12,883.00","2,52,27,428.00","17,42,80,947.00","19,95,08,375.00"
30/06/2018,NSE,Premium Turnover,21,"26,633.62",,"23,312.91","8,766.30",,"4,597.19",0,"63,310.01","63,310.01"
30/06/2018,NSE,Turnover,21,"84,45,192.90","4,68,591.05","74,41,947.82","6,51,758.49","13,17,353.41","2,85,772.96","17,85,944.46","1,68,24,672.18","1,86,10,616.64"
31/07/2018,BSE,Contracts,22,0,20,0,0,22,0,42,0,42
31/07/2018,BSE,Premium Turnover,22,0,,0,0,,0,0,0,0
31/07/2018,BSE,Turnover,22,0,1.84,0,0,1.34,0,3.18,0,3.18
31/07/2018,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/07/2018,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/07/2018,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/07/2018,NSE,Contracts,22,"7,79,31,556.00","46,72,793.00","7,60,59,866.00","1,14,75,161.00","2,18,16,111.00","53,24,918.00","2,64,88,904.00","17,07,91,501.00","19,72,80,405.00"
31/07/2018,NSE,Premium Turnover,22,"25,275.99",,"19,055.61","13,290.66",,"6,050.63",0,"63,672.89","63,672.89"
31/07/2018,NSE,Turnover,22,"79,47,392.36","4,29,456.78","75,53,894.07","8,70,430.05","14,76,882.36","3,79,021.05","19,06,339.14","1,67,50,737.52","1,86,57,076.66"
31/08/2018,BSE,Contracts,21,0,0,0,0,16,0,16,0,16
31/08/2018,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/08/2018,BSE,Turnover,21,0,0,0,0,1.01,0,1.01,0,1.01
31/08/2018,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
31/08/2018,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/08/2018,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
31/08/2018,NSE,Contracts,21,"8,02,37,798.00","40,86,103.00","7,81,61,817.00","1,13,69,088.00","2,15,81,854.00","52,49,072.00","2,56,67,957.00","17,50,17,775.00","20,06,85,732.00"
31/08/2018,NSE,Premium Turnover,21,"23,027.47",,"18,374.62","13,843.19",,"5,703.51",0,"60,948.79","60,948.79"
31/08/2018,NSE,Turnover,21,"86,26,841.15","3,94,229.11","81,84,551.28","9,01,552.54","15,44,987.23","3,93,971.00","19,39,216.34","1,81,06,915.96","2,00,46,132.30"
30/09/2018,BSE,Contracts,18,0,0,0,0,14,0,14,0,14
30/09/2018,BSE,Premium Turnover,18,0,,0,0,,0,0,0,0
30/09/2018,BSE,Turnover,18,0,0,0,0,0.93,0,0.93,0,0.93
30/09/2018,MCX,Contracts,18,0,0,0,0,0,0,0,0,0
30/09/2018,MCX,Premium Turnover,18,0,,0,0,,0,0,0,0
30/09/2018,MCX,Turnover,18,0,0,0,0,0,0,0,0,0
30/09/2018,NSE,Contracts,18,"10,41,42,054.00","58,32,447.00","8,71,33,996.00","98,97,504.00","2,16,40,734.00","50,36,142.00","2,74,73,181.00","20,62,09,696.00","23,36,82,877.00"
30/09/2018,NSE,Premium Turnover,18,"29,114.41",,"35,289.52","10,528.11",,"7,280.24",0,"82,212.28","82,212.28"
30/09/2018,NSE,Turnover,18,"1,06,62,246.77","5,40,039.57","86,75,527.55","7,53,661.15","14,64,394.08","3,62,771.89","20,04,433.65","2,04,54,207.35","2,24,58,641.00"
31/10/2018,BSE,Contracts,21,0,0,0,0,5,0,5,0,5
31/10/2018,BSE,Premium Turnover,21,0,,0,0,,0,0,0,0
31/10/2018,BSE,Turnover,21,0,0,0,0,0.29,0,0.29,0,0.29
31/10/2018,MCX,Contracts,21,0,0,0,0,0,0,0,0,0
31/10/2018,MCX,Premium Turnover,21,0,,0,0,,0,0,0,0
31/10/2018,MCX,Turnover,21,0,0,0,0,0,0,0,0,0
31/10/2018,NSE,Contracts,21,"12,30,60,526.00","82,30,210.00","10,13,43,656.00","95,92,185.00","2,49,29,740.00","54,82,238.00","3,31,59,950.00","23,94,78,605.00","27,26,38,555.00"
31/10/2018,NSE,Premium Turnover,21,"37,623.82",,"43,155.11","11,897.27",,"8,846.37",0,"1,01,522.57","1,01,522.57"
31/10/2018,NSE,Turnover,21,"1,07,42,713.39","6,67,269.87","85,20,364.10","6,64,312.25","14,88,064.92","3,50,545.59","21,55,334.79","2,02,77,935.33","2,24,33,270.12"
30/11/2018,BSE,Contracts,20,0,0,0,0,4,0,4,0,4
30/11/2018,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
30/11/2018,BSE,Turnover,20,0,0,0,0,0.25,0,0.25,0,0.25
30/11/2018,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
30/11/2018,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
30/11/2018,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
30/11/2018,NSE,Contracts,20,"14,44,76,482.00","67,17,256.00","13,83,21,044.00","98,68,483.00","2,13,15,096.00","53,23,461.00","2,80,32,352.00","29,79,89,470.00","32,60,21,822.00"
30/11/2018,NSE,Premium Turnover,20,"26,503.96",,"22,829.40","9,310.60",,"5,459.97",0,"64,103.93","64,103.93"
30/11/2018,NSE,Turnover,20,"82,16,768.39","4,41,854.54","77,02,237.17","5,76,187.50","11,87,157.32","2,90,333.37","16,29,011.86","1,67,85,526.43","1,84,14,538.29"
31/12/2018,BSE,Contracts,20,0,0,0,0,9,0,9,0,9
31/12/2018,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
31/12/2018,BSE,Turnover,20,0,0,0,0,0.55,0,0.55,0,0.55
31/12/2018,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
31/12/2018,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
31/12/2018,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
31/12/2018,NSE,Contracts,20,"15,00,63,428.00","63,43,194.00","13,63,35,130.00","95,23,131.00","2,04,74,282.00","48,65,999.00","2,68,17,476.00","30,07,87,688.00","32,76,05,164.00"
31/12/2018,NSE,Premium Turnover,20,"31,830.75",,"27,511.20","8,963.10",,"5,158.19",0,"73,463.23","73,463.23"
31/12/2018,NSE,Turnover,20,"88,58,652.95","4,32,193.72","78,64,301.90","5,76,930.38","11,70,839.25","2,80,844.69","16,03,032.97","1,75,80,729.92","1,91,83,762.89"
31/01/2019,BSE,Contracts,23,0,2,0,0,5,0,7,0,7
31/01/2019,BSE,Premium Turnover,23,0,,0,0,,0,0,0,0
31/01/2019,BSE,Turnover,23,0,0.18,0,0,0.29,0,0.47,0,0.47
31/01/2019,MCX,Contracts,23,0,0,0,0,0,0,0,0,0
31/01/2019,MCX,Premium Turnover,23,0,,0,0,,0,0,0,0
31/01/2019,MCX,Turnover,23,0,0,0,0,0,0,0,0,0
31/01/2019,NSE,Contracts,23,"17,36,12,999.00","68,52,010.00","15,21,21,040.00","1,19,34,197.00","2,18,35,896.00","67,38,236.00","2,86,87,906.00","34,44,06,472.00","37,30,94,378.00"
31/01/2019,NSE,Premium Turnover,23,"30,592.75",,"29,221.50","10,382.95",,"6,563.67",0,"76,760.86","76,760.86"
31/01/2019,NSE,Turnover,23,"1,03,16,455.71","4,72,303.37","88,87,078.33","7,38,289.89","12,77,385.50","3,93,322.65","17,49,688.87","2,03,35,146.58","2,20,84,835.45"
28/02/2019,BSE,Contracts,20,0,0,0,0,11,0,11,0,11
28/02/2019,BSE,Premium Turnover,20,0,,0,0,,0,0,0,0
28/02/2019,BSE,Turnover,20,0,0,0,0,0.78,0,0.78,0,0.78
28/02/2019,MCX,Contracts,20,0,0,0,0,0,0,0,0,0
28/02/2019,MCX,Premium Turnover,20,0,,0,0,,0,0,0,0
28/02/2019,MCX,Turnover,20,0,0,0,0,0,0,0,0,0
28/02/2019,NSE,Contracts,20,"14,01,05,033.00","59,53,512.00","12,69,37,217.00","1,09,71,086.00","2,05,66,789.00","67,71,081.00","2,65,20,301.00","28,47,84,417.00","31,13,04,718.00"
28/02/2019,NSE,Premium Turnover,20,"25,837.18",,"26,728.55","9,967.52",,"6,915.70",0,"69,448.96","69,448.96"
28/02/2019,NSE,Turnover,20,"86,25,206.05","4,13,439.92","77,25,598.17","6,58,099.93","11,56,660.74","3,77,219.79","15,70,100.66","1,73,86,123.94","1,89,56,224.60"
31/03/2019,BSE,Contracts,19,"19,158.00",59,"11,298.00",0,92,0,151,"30,456.00","30,607.00"
31/03/2019,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
31/03/2019,BSE,Turnover,19,"1,308.50",5.61,884.63,0,6.54,0,12.15,"2,193.13","2,205.28"
31/03/2019,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
31/03/2019,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
31/03/2019,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
31/03/2019,NSE,Contracts,19,"15,66,22,534.00","59,69,217.00","13,76,69,927.00","1,07,18,591.00","1,95,55,608.00","51,19,063.00","2,55,24,825.00","31,01,30,115.00","33,56,54,940.00"
31/03/2019,NSE,Premium Turnover,19,"37,458.39",,"23,941.43","10,856.96",,"4,540.64",0,"76,797.42","76,797.42"
31/03/2019,NSE,Turnover,19,"1,02,22,303.00","4,29,104.38","89,23,148.78","7,01,743.99","12,00,842.75","3,16,163.95","16,29,947.13","2,01,63,359.71","2,17,93,306.84"
30/04/2019,BSE,Contracts,19,0,7,0,0,51,0,58,0,58
30/04/2019,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
30/04/2019,BSE,Turnover,19,0,0.68,0,0,3.53,0,4.21,0,4.21
30/04/2019,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
30/04/2019,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
30/04/2019,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
30/04/2019,NSE,Contracts,19,"16,10,93,858.00","55,21,413.00","13,77,19,004.00","99,36,612.00","1,88,19,091.00","50,37,643.00","2,43,40,504.00","31,37,87,117.00","33,81,27,621.00"
30/04/2019,NSE,Premium Turnover,19,"30,006.99",,"26,267.27","10,233.44",,"5,220.84",0,"71,728.54","71,728.54"
30/04/2019,NSE,Turnover,19,"1,08,60,275.73","4,06,219.33","91,70,370.41","6,51,294.77","11,59,128.21","3,07,998.01","15,65,347.54","2,09,89,938.92","2,25,55,286.46"
31/05/2019,BSE,Contracts,22,0,12,0,0,28,0,40,0,40
31/05/2019,BSE,Premium Turnover,22,6.31,,0,0,,0,0,6.31,6.31
31/05/2019,BSE,Turnover,22,0,1.13,0,0,2.31,0,3.44,0,3.44
31/05/2019,MCX,Contracts,22,0,0,0,0,0,0,0,0,0
31/05/2019,MCX,Premium Turnover,22,0,,0,0,,0,0,0,0
31/05/2019,MCX,Turnover,22,0,0,0,0,0,0,0,0,0
31/05/2019,NSE,Contracts,22,"17,87,71,371.00","78,95,357.00","15,07,93,849.00","1,00,48,031.00","2,36,60,383.00","55,75,141.00","3,15,55,740.00","34,51,88,392.00","37,67,44,132.00"
31/05/2019,NSE,Premium Turnover,22,"41,687.50",,"37,081.35","11,676.43",,"7,306.35",0,"97,751.63","97,751.63"
31/05/2019,NSE,Turnover,22,"1,24,29,716.16","5,88,153.47","1,01,99,786.36","6,33,640.94","13,70,551.34","3,24,608.36","19,58,704.81","2,35,87,751.82","2,55,46,456.63"
30/06/2019,BSE,Contracts,19,0,4,0,0,16,0,20,0,20
30/06/2019,BSE,Premium Turnover,19,0,,0,0,,0,0,0,0
30/06/2019,BSE,Turnover,19,0,0.4,0,0,1.33,0,1.73,0,1.73
30/06/2019,MCX,Contracts,19,0,0,0,0,0,0,0,0,0
30/06/2019,MCX,Premium Turnover,19,0,,0,0,,0,0,0,0
30/06/2019,MCX,Turnover,19,0,0,0,0,0,0,0,0,0
